date,theme,chg,chg_3d,value_mil,value_eok,count
2026-06-15,항공/저가 항공사(LCC),+14.18%,+0.68%,470132,4701.3,9
2026-06-15,낙태/피임,+10.26%,-0.13%,11680,116.8,4
2026-06-15,탈모 치료,+7.50%,+0.84%,139458,1394.6,26
2026-06-15,자동차 대표주,+7.23%,+1.78%,2234606,22346.1,7
2026-06-15,조선,+7.14%,+1.86%,717902,7179.0,7
2026-06-15,뉴로모픽 반도체,+6.63%,+1.61%,6954357,69543.6,7
2026-06-15,MLCC(적층세라믹콘덴서),+6.38%,-0.82%,3177862,31778.6,11
2026-06-15,스마트카(SMART CAR),+5.64%,+0.69%,1609159,16091.6,13
2026-06-15,피팅(관이음쇠)/밸브,+5.44%,+1.03%,29927,299.3,9
2026-06-15,전선,+5.40%,-0.59%,525561,5255.6,8
2026-06-15,유심(USIM),+4.85%,+3.03%,5137,51.4,5
2026-06-15,조선기자재,+4.67%,+2.00%,202713,2027.1,36
2026-06-15,2차전지(생산),+4.65%,+0.71%,491204,4912.0,3
2026-06-15,타이어,+4.62%,+1.45%,113880,1138.8,9
2026-06-15,희귀금속(희토류 등),+4.45%,+0.80%,172584,1725.8,17
2026-06-15,2026 상반기 신규상장,+4.45%,-0.64%,406946,4069.5,27
2026-06-15,전력설비,+4.39%,+0.79%,2227942,22279.4,34
2026-06-15,LNG(액화천연가스),+4.39%,+1.73%,1162950,11629.5,26
2026-06-15,종합상사,+4.35%,+0.69%,516649,5166.5,8
2026-06-15,전력저장장치(ESS),+4.31%,+1.28%,3238380,32383.8,41
2026-06-15,건설 대표주,+4.30%,+2.77%,961320,9613.2,6
2026-06-15,생명보험,+4.27%,+1.40%,285413,2854.1,5
2026-06-15,2차전지(LFP/리튬인산철),+4.21%,+1.45%,249696,2497.0,12
2026-06-15,정유,+4.19%,-0.09%,115653,1156.5,3
2026-06-15,남북경협,+4.16%,+1.68%,540835,5408.4,29
2026-06-15,리튬,+4.06%,+2.33%,873514,8735.1,22
2026-06-15,IT 대표주,+4.03%,-0.64%,16150750,161507.5,6
2026-06-15,스마트그리드(지능형전력망),+3.98%,+0.79%,748679,7486.8,20
2026-06-15,해저터널(지하화/지하도로 등),+3.96%,+1.06%,153499,1535.0,9
2026-06-15,니켈,+3.94%,+0.64%,409051,4090.5,14
2026-06-15,제습기,+3.93%,+0.08%,7513023,75130.2,8
2026-06-15,시멘트/레미콘,+3.92%,+2.98%,25176,251.8,15
2026-06-15,모듈러주택,+3.90%,+1.63%,497126,4971.3,10
2026-06-15,무선충전기술,+3.72%,+0.50%,8276748,82767.5,12
2026-06-15,온디바이스 AI,+3.72%,+2.10%,21683963,216839.6,24
2026-06-15,은행,+3.57%,+1.37%,910960,9109.6,11
2026-06-15,日제품 불매운동(수혜),+3.50%,+1.10%,29956,299.6,20
2026-06-15,핵융합에너지,+3.42%,+1.65%,443076,4430.8,8
2026-06-15,리비안(RIVIAN),+3.27%,+1.71%,890217,8902.2,21
2026-06-15,환율하락 수혜,+3.22%,+0.88%,807053,8070.5,23
2026-06-15,여행,+3.17%,+1.91%,14819,148.2,9
2026-06-15,아이폰,+3.16%,+0.82%,19067220,190672.2,20
2026-06-15,코로나19(음압병실/음압구급차),+3.15%,+1.55%,27716,277.2,7
2026-06-15,고체산화물 연료전지(SOFC),+3.13%,+2.38%,684510,6845.1,13
2026-06-15,탄소나노튜브(CNT),+3.09%,+0.58%,109174,1091.7,5
2026-06-15,자원개발,+3.08%,+1.02%,466046,4660.5,14
2026-06-15,풍력에너지,+2.98%,+2.14%,2049062,20490.6,36
2026-06-15,GTX(수도권 광역급행철도),+2.98%,+1.90%,770333,7703.3,24
2026-06-15,밸류업(24년 기업가치 제고계획 발표),+2.98%,+1.17%,16378291,163782.9,91
2026-06-15,초전도체,+2.97%,+0.80%,523827,5238.3,15
2026-06-15,철강 주요종목,+2.94%,+1.92%,176834,1768.3,11
2026-06-15,2차전지(소재/부품),+2.93%,+1.75%,1169474,11694.7,75
2026-06-15,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),+2.89%,+1.72%,498442,4984.4,17
2026-06-15,페인트,+2.86%,+0.62%,26071,260.7,8
2026-06-15,자율주행차,+2.86%,+0.72%,21832394,218323.9,59
2026-06-15,냉각시스템(액침냉각 등),+2.80%,+1.99%,1129983,11299.8,13
2026-06-15,원자력발전,+2.79%,+2.17%,2351939,23519.4,50
2026-06-15,마이코플라스마 폐렴,+2.78%,+0.02%,29845,298.4,12
2026-06-15,2차전지(전고체),+2.76%,+1.17%,3486554,34865.5,30
2026-06-15,공기청정기,+2.75%,+1.38%,7690758,76907.6,12
2026-06-15,전기차,+2.72%,+0.82%,4716882,47168.8,98
2026-06-15,폐배터리,+2.64%,+1.01%,1096569,10965.7,20
2026-06-15,태양광에너지,+2.63%,+2.15%,2798621,27986.2,44
2026-06-15,항공기부품,+2.57%,+1.64%,1055932,10559.3,15
2026-06-15,전후 재건(우크라/중동 전쟁 등),+2.54%,+1.67%,1293459,12934.6,40
2026-06-15,페라이트,+2.53%,+1.48%,33190,331.9,14
2026-06-15,수소에너지(수소차/연료전지 등),+2.48%,+1.24%,2652214,26522.1,72
2026-06-15,제약업체,+2.46%,+0.62%,314581,3145.8,86
2026-06-15,제대혈,+2.43%,+1.35%,10937,109.4,5
2026-06-15,모더나(MODERNA),+2.42%,+1.24%,82191,821.9,6
2026-06-15,유리 기판,+2.37%,+1.00%,2996269,29962.7,20
2026-06-15,UAM(도심항공모빌리티),+2.36%,+1.08%,2084556,20845.6,25
2026-06-15,요소수,+2.34%,+1.02%,9041,90.4,5
2026-06-15,해운,+2.31%,+1.04%,114003,1140.0,6
2026-06-15,2차전지,+2.30%,+1.52%,1801892,18018.9,144
2026-06-15,패션/의류,+2.29%,+1.04%,539126,5391.3,59
2026-06-15,치매,+2.26%,+0.18%,225370,2253.7,50
2026-06-15,마스크,+2.21%,+1.79%,33701,337.0,22
2026-06-15,피지컬 AI/휴머노이드 로봇,+2.15%,+1.07%,9749845,97498.4,42
2026-06-15,두나무(Dunamu),+2.14%,+1.14%,135915,1359.2,11
2026-06-15,지주사,+2.12%,+1.28%,3879807,38798.1,127
2026-06-15,보톡스(보툴리눔톡신),+2.10%,+1.11%,62128,621.3,13
2026-06-15,셰일가스(Shale Gas),+2.08%,+2.28%,530939,5309.4,11
2026-06-15,2차전지(나트륨이온),+2.04%,+1.26%,639806,6398.1,9
2026-06-15,마이크로바이옴,+2.01%,+0.22%,50760,507.6,18
2026-06-15,반도체 기판(FC-BGA/PCB/MLB 등),+2.01%,+1.74%,4134158,41341.6,14
2026-06-15,코리아 밸류업 지수(Korea Value-up Index),+2.00%,+2.14%,25570983,255709.8,99
2026-06-15,화이자(PFIZER),+1.97%,+1.01%,24444,244.4,5
2026-06-15,공작기계,+1.96%,+1.06%,23123,231.2,14
2026-06-15,재난/안전(지진/화재 등),+1.96%,+1.49%,47984,479.8,21
2026-06-15,호텔/리조트,+1.94%,+0.52%,250321,2503.2,14
2026-06-15,건설 중소형,+1.93%,+1.66%,12815,128.2,26
2026-06-15,면세점,+1.92%,+1.28%,120581,1205.8,8
2026-06-15,리모델링/인테리어,+1.91%,+1.02%,48552,485.5,24
2026-06-15,전기차(충전소/충전기),+1.91%,+0.54%,1249156,12491.6,25
2026-06-15,서울고속버스터미널 재개발 수혜,+1.87%,+0.69%,64679,646.8,5
2026-06-15,비철금속,+1.85%,+0.41%,66966,669.7,25
2026-06-15,STO(토큰증권 발행),+1.84%,+1.03%,788206,7882.1,25
2026-06-15,건설기계,+1.81%,+1.64%,98902,989.0,16
2026-06-15,여름,+1.80%,+2.02%,427394,4273.9,28
2026-06-15,제지,+1.79%,+0.85%,5017,50.2,14
2026-06-15,갤럭시 부품주,+1.79%,+1.21%,9879068,98790.7,39
2026-06-15,손해보험,+1.78%,+0.67%,171947,1719.5,8
2026-06-15,조림사업,+1.75%,+0.94%,164615,1646.2,11
2026-06-15,日 수출 규제(국산화 등),+1.75%,+2.88%,581144,5811.4,20
2026-06-15,코로나19(치료제/백신 개발 등),+1.74%,+0.43%,154202,1542.0,29
2026-06-15,철강 중소형,+1.72%,+1.30%,37794,377.9,36
2026-06-15,토스(toss),+1.72%,+1.66%,146047,1460.5,6
2026-06-15,전자결제(전자화폐),+1.71%,+0.46%,30940,309.4,13
2026-06-15,스마트팩토리(스마트공장),+1.71%,+0.77%,1269811,12698.1,39
2026-06-15,코로나19(진단키트),+1.71%,+0.48%,79639,796.4,40
2026-06-15,골판지 제조,+1.69%,+1.45%,3504,35.0,10
2026-06-15,남-북-러 가스관사업,+1.69%,+2.02%,29436,294.4,13
2026-06-15,SI(시스템통합),+1.68%,+0.52%,695371,6953.7,30
2026-06-15,농업,+1.66%,+1.03%,16109,161.1,23
2026-06-15,바이오시밀러(복제 바이오의약품),+1.66%,+0.71%,448627,4486.3,21
2026-06-15,폐기물처리,+1.64%,+1.03%,2113,21.1,5
2026-06-15,강관업체(Steel pipe),+1.63%,+1.49%,29000,290.0,11
2026-06-15,스마트폰,+1.62%,+0.82%,8320897,83209.0,62
2026-06-15,시스템반도체,+1.62%,+2.15%,17002449,170024.5,57
2026-06-15,마리화나(대마),+1.62%,+0.47%,6167,61.7,10
2026-06-15,골프,+1.61%,+0.27%,32263,322.6,15
2026-06-15,화폐/금융자동화기기(디지털화폐 등),+1.59%,+0.27%,21755,217.6,10
2026-06-15,귀금속(금/은),+1.57%,+0.47%,29116,291.2,4
2026-06-15,폴더블폰,+1.56%,+1.02%,10017052,100170.5,24
2026-06-15,코로나19(진단/치료제/백신 개발 등),+1.56%,+0.51%,226625,2266.2,73
2026-06-15,철도,+1.54%,+1.12%,444349,4443.5,40
2026-06-15,카메라모듈/부품,+1.48%,-0.69%,3559282,35592.8,27
2026-06-15,자동차부품,+1.47%,+0.95%,2282664,22826.6,147
2026-06-15,부동산 보유 자산주,+1.37%,+0.97%,109741,1097.4,22
2026-06-15,CXL(컴퓨트익스프레스링크),+1.36%,+1.39%,15179097,151791.0,13
2026-06-15,종합 물류,+1.35%,+1.20%,59674,596.7,16
2026-06-15,가상현실(VR),+1.33%,+0.12%,7517577,75175.8,27
2026-06-15,그래핀,+1.33%,+0.95%,18063,180.6,13
2026-06-15,LED,+1.32%,+0.15%,7751255,77512.6,38
2026-06-15,비료,+1.32%,+1.14%,9147,91.5,10
2026-06-15,태풍 및 장마,+1.31%,+1.48%,8830,88.3,10
2026-06-15,모바일솔루션(스마트폰),+1.30%,+0.45%,28166,281.7,23
2026-06-15,고령화 사회(노인복지),+1.30%,+1.18%,6989646,69896.5,35
2026-06-15,블록체인,+1.28%,-0.04%,1057722,10577.2,23
2026-06-15,주유소,+1.28%,+0.57%,179332,1793.3,15
2026-06-15,"백신/진단시약/방역(신종플루, AI 등)",+1.27%,+0.37%,110197,1102.0,43
2026-06-15,석유화학,+1.25%,+2.13%,426935,4269.4,18
2026-06-15,캐릭터상품,+1.24%,+0.15%,4976,49.8,9
2026-06-15,가상화폐(비트코인 등),+1.23%,+0.58%,103976,1039.8,25
2026-06-15,드론(Drone),+1.23%,+0.55%,907208,9072.1,29
2026-06-15,면역항암제,+1.20%,-0.05%,166204,1662.0,36
2026-06-15,카카오뱅크(kakao BANK),+1.20%,+0.53%,424167,4241.7,11
2026-06-15,편의점,+1.18%,+1.02%,34961,349.6,5
2026-06-15,증권,+1.17%,+1.10%,509623,5096.2,21
2026-06-15,겨울,+1.15%,+0.63%,82397,824.0,22
2026-06-15,비만치료제,+1.14%,+0.15%,430579,4305.8,36
2026-06-15,반도체 대표주(생산),+1.13%,+0.17%,15110990,151109.9,3
2026-06-15,화학섬유,+1.11%,+1.74%,28474,284.7,6
2026-06-15,우주태양광(페로브스카이트 등),+1.10%,+2.47%,333842,3338.4,10
2026-06-15,로봇(산업용/협동로봇 등),+1.07%,+1.43%,1621639,16216.4,70
2026-06-15,수자원(양적/질적 개선),+1.06%,+2.55%,971040,9710.4,27
2026-06-15,양자암호/양자컴퓨팅,+1.06%,-0.58%,229125,2291.2,26
2026-06-15,클라우드 컴퓨팅,+1.04%,+0.14%,1125423,11254.2,36
2026-06-15,인터넷은행,+1.04%,+0.73%,616851,6168.5,31
2026-06-15,3D 프린터,+1.03%,+1.08%,121494,1214.9,11
2026-06-15,NFT(대체불가토큰),+1.03%,+0.66%,7419019,74190.2,20
2026-06-15,LPG(액화석유가스),+1.00%,+0.25%,133711,1337.1,9
2026-06-15,SNS(소셜네트워크서비스),+1.00%,+0.47%,594700,5947.0,10
2026-06-15,쿠팡(coupang),+0.99%,+1.00%,35891,358.9,21
2026-06-15,전자파,+0.98%,+1.94%,476385,4763.9,12
2026-06-15,미용기기,+0.98%,+0.52%,185245,1852.5,19
2026-06-15,전력반도체,+0.97%,+1.94%,15222723,152227.2,19
2026-06-15,2차전지(장비),+0.96%,+1.32%,62551,625.5,47
2026-06-15,황사/미세먼지,+0.94%,+1.59%,47307,473.1,25
2026-06-15,핀테크(FinTech),+0.92%,+0.44%,825511,8255.1,33
2026-06-15,유전자 치료제/분석,+0.91%,-0.07%,73019,730.2,42
2026-06-15,통신,+0.83%,+0.53%,146600,1466.0,3
2026-06-15,콜드체인(저온 유통),+0.83%,+0.75%,27825,278.2,12
2026-06-15,렌터카,+0.82%,+1.83%,3992,39.9,4
2026-06-15,스테이블코인,+0.80%,+0.20%,735045,7350.4,25
2026-06-15,모바일게임(스마트폰),+0.78%,+0.31%,614008,6140.1,36
2026-06-15,플렉서블 디스플레이,+0.78%,+1.86%,7581086,75810.9,25
2026-06-15,광고,+0.77%,+1.30%,38222,382.2,25
2026-06-15,수산,+0.76%,+0.52%,3046,30.5,10
2026-06-15,삼성페이,+0.76%,+1.00%,6921184,69211.8,26
2026-06-15,바이오인식(생체인식),+0.75%,+0.91%,52158,521.6,19
2026-06-15,PCB(FPCB 등),+0.75%,+1.52%,3533389,35333.9,31
2026-06-15,5G(5세대 이동통신),+0.75%,+0.12%,8556521,85565.2,54
2026-06-15,밸류업(25년 기업가치 제고계획 발표),+0.75%,+1.71%,4651844,46518.4,85
2026-06-15,카지노,+0.74%,+0.95%,45363,453.6,6
2026-06-15,출산장려정책,+0.71%,+0.55%,13683,136.8,23
2026-06-15,모바일콘텐츠(스마트폰/태블릿PC),+0.71%,+0.77%,2098825,20988.2,32
2026-06-15,CCTV＆DVR,+0.69%,+0.68%,44055,440.6,7
2026-06-15,스마트홈(홈네트워크),+0.68%,+0.99%,7656701,76567.0,23
2026-06-15,엔젤산업,+0.67%,+0.38%,14225,142.2,26
2026-06-15,DMZ 평화공원,+0.58%,+1.10%,15916,159.2,18
2026-06-15,교육/온라인 교육,+0.56%,+1.12%,9726,97.3,27
2026-06-15,의료기기,+0.51%,+0.96%,7222308,72223.1,91
2026-06-15,소캠(SOCAMM),+0.50%,+3.30%,15465989,154659.9,11
2026-06-15,AI 챗봇(챗GPT 등),+0.49%,+0.14%,901002,9010.0,31
2026-06-15,방위산업/전쟁 및 테러,+0.48%,+1.46%,2061832,20618.3,67
2026-06-15,미디어(방송/신문),+0.48%,+0.62%,4033,40.3,12
2026-06-15,지역화폐,+0.48%,+0.61%,4369,43.7,5
2026-06-15,OLED(유기 발광 다이오드),+0.47%,+1.94%,8869661,88696.6,79
2026-06-15,구제역/광우병 수혜,+0.44%,+0.98%,9997,100.0,20
2026-06-15,지능형로봇/인공지능(AI),+0.43%,+0.49%,1368517,13685.2,66
2026-06-15,도시가스,+0.41%,+1.07%,15047,150.5,9
2026-06-15,윤활유,+0.40%,+0.42%,126862,1268.6,7
2026-06-15,HBM(고대역폭메모리),+0.39%,+4.05%,16445889,164458.9,33
2026-06-15,게임,+0.33%,+0.01%,612162,6121.6,30
2026-06-15,치아 치료(임플란트 등),+0.33%,+0.72%,17860,178.6,14
2026-06-15,건강기능식품,+0.32%,+0.37%,106678,1066.8,44
2026-06-15,퓨리오사AI,+0.30%,-0.13%,23120,231.2,11
2026-06-15,아스콘(아스팔트 콘크리트),+0.29%,+1.22%,7096,71.0,9
2026-06-15,김밥(냉동김밥 등),+0.27%,+1.67%,957,9.6,6
2026-06-15,보안주(정보),+0.26%,+0.45%,76471,764.7,51
2026-06-15,NI(네트워크통합),+0.25%,+0.56%,3463,34.6,7
2026-06-15,기업인수목적회사(SPAC),+0.25%,-0.02%,4023,40.2,72
2026-06-15,딥페이크(deepfake),+0.25%,0.00%,17503,175.0,14
2026-06-15,"스포츠행사 수혜(올림픽, 월드컵 등)",+0.24%,+1.67%,19041,190.4,9
2026-06-15,화장품,+0.23%,+1.32%,339852,3398.5,92
2026-06-15,mRNA(메신저 리보핵산),+0.23%,-0.03%,98322,983.2,14
2026-06-15,오가노이드,+0.23%,+1.11%,65115,651.1,8
2026-06-15,증강현실(AR),+0.19%,+0.53%,42532,425.3,21
2026-06-15,음성인식,+0.17%,+0.57%,919787,9197.9,11
2026-06-15,일자리(취업),+0.17%,+1.98%,6065,60.6,9
2026-06-15,전기차 화재 방지(배터리 열폭주 등),+0.16%,+1.10%,33380,333.8,28
2026-06-15,음식료업종,+0.15%,+1.05%,143057,1430.6,66
2026-06-15,메타버스(Metaverse),+0.14%,+0.73%,2002206,20022.1,48
2026-06-15,키오스크(KIOSK),+0.11%,+0.94%,4692,46.9,10
2026-06-15,엔터테인먼트,+0.08%,+1.88%,157258,1572.6,31
2026-06-15,반도체 재료/부품,+0.01%,+3.59%,1277721,12777.2,69
2026-06-15,영화,-0.06%,+0.72%,71454,714.5,12
2026-06-15,리츠(REITs),-0.06%,+1.05%,38397,384.0,22
2026-06-15,통신장비,-0.10%,+0.05%,338581,3385.8,46
2026-06-15,아프리카 돼지열병(ASF),-0.11%,+0.89%,14537,145.4,31
2026-06-15,"주류업(주정, 에탄올 등)",-0.12%,+1.47%,8440,84.4,13
2026-06-15,마이크로 LED,-0.12%,+0.19%,7514096,75141.0,11
2026-06-15,마이데이터,-0.23%,+0.86%,508669,5086.7,11
2026-06-15,의료AI,-0.32%,+1.09%,174430,1744.3,30
2026-06-15,줄기세포,-0.33%,+1.73%,47062,470.6,18
2026-06-15,국내 상장 중국기업,-0.38%,-0.66%,6035,60.4,11
2026-06-15,영상콘텐츠,-0.39%,+1.24%,22781,227.8,35
2026-06-15,소매유통,-0.42%,+1.64%,210859,2108.6,20
2026-06-15,원격진료/비대면진료(U-Healthcare),-0.50%,+2.59%,140620,1406.2,21
2026-06-15,사료,-0.52%,+0.39%,6767,67.7,18
2026-06-15,홈쇼핑,-0.55%,+1.86%,74418,744.2,5
2026-06-15,야놀자(Yanolja),-0.56%,+0.33%,92138,921.4,5
2026-06-15,2025 하반기 신규상장,-0.58%,+0.79%,145854,1458.5,66
