date,theme,stock,price,chg,volume,value_mil,reason
2026-06-16,시스템반도체,SFA반도체,"7,200",-2.31%,1806896,13123,"SFA반도체
												반도체 조립 및 TEST 제품을 주력으로 생산하는 반도체 후공정 전문업체. 산업용, PC, VIDEO, AUDIO, 전력용 등 비메모리 반도체 제품도 생산중."
2026-06-16,시스템반도체,싸이닉솔루션,"4,560",-2.56%,61383,283,"싸이닉솔루션
												시스템 반도체 디자인 서비스 및 파운드리 서비스 업체. SK하이닉스시스템아이씨(SK hynix System IC)의 공식 파운드리(Foundry) 판매대행 협력사이자 디자인 솔루션 파트너(Design Solution Partner)로서, SK하이닉스시스템아이씨 파운드리 공정을 사용하여 시스템 반도체를 위탁 생산하고자 하는 팹리스(Fabless) 기업들에게 시스템 반도체 디자인 솔루션을 제공하고, 이를 통하여 개발된 웨이퍼 또는 칩을 팹리스 고객사에게 공급하는 사업을 영위. 이 외에도 SK키파운드리, EPISIL, AMF 등의 파운드리 파트너로 활동."
2026-06-16,시스템반도체,시그네틱스,574,-3.04%,182730,105,"시그네틱스
												영풍그룹의 계열의 반도체 패키징(테스트포함) 전문 업체. 독자개발 및 특허를 취득한 STBGA (signetics tape ball grid array) 양산체제를 구축. 또한, CSP 계열인 FBGA 제품과 eMCP제품 등을 수주하고, 첨단 신규 PKG 제품인 FLIPCHIP LINE을 증설하여 가동중. 신규 패키지 기술인 flip chip 패키징을 개발함으로서, 향후 매출증가의 기반을 마련. 주요 거래처는 삼성전자, LG전자 등."
2026-06-16,시스템반도체,에이디테크놀로지,"39,150",-3.09%,87486,3470,"에이디테크놀로지
												주문형 반도체, Application-specific integrated circuit(ASIC)를 설계 및 판매하는 디자인 하우스 사업을 주요 사업으로 영위하는 업체. 다양한 IT 제품의 핵심부품인 시스템반도체를 고객과 함께 개발하는 디자인 하우스 전문기업으로 고사양/고집적도 시스템 반도체를 개발 및 양산중이며, 저전력 시스템반도체 개발을 위한 인프라를 확보하고 있음. 초기 TSMC의 가치사슬협력자(VCA)로 시작해 글로벌 시장에서의 입지를 강화해왔으며, 20년에는 삼성 파운드리의 공식 DSP(Design Solution Partner)로 전환."
2026-06-16,시스템반도체,켐트로스,"4,705",-3.19%,95538,452,"켐트로스
												종합 화학소재 전문기업으로, 첨단&반도체소재 사업부문, 융합소재 사업부문으로 구성. 주요 사업으로 디스플레이 공정소재, 의약품 및 반도체 공정소재 등의 제조 및 판매를 영위하고 있으며, 반도체 공정에서 웨이퍼에 회로 패턴을 형성하는 소재인 포토레지스트의 공정 핵심 소재를 생산중."
2026-06-16,시스템반도체,미래반도체,"25,350",-3.43%,182531,4677,"미래반도체
												반도체 유통 전문업체. 메모리 상품으로는 DRAM, NAND Flash, SSD 등이 있으며, 시스템반도체 상품으로는 Touch controller IC, Camera Image Sensor, PMIC 등이 있음. 시스템반도체 일부 제품의 경우 Foundry 형태로도 공급."
2026-06-16,시스템반도체,사피엔반도체,"35,000",-3.58%,82032,2957,"사피엔반도체
												시스템반도체 설계기술을 전문적으로 수행하는 팹리스 기업으로, 차세대 평면 디스플레이 산업으로 주목받고 있는 Micro-/Mini-LED 디스플레이를 구동하는데 최적화된 디스플레이 구동 반도체(Display Driver IC) 제품을 전문적으로 연구/개발하여 전세계 시장에 공급."
2026-06-16,시스템반도체,세미파이브,"26,350",-3.83%,421091,11329,"세미파이브
												시스템 반도체 설계 전문업체. 전통적으로 팹리스 사업자가 직접 수행하던 반도체 Spec. 정의, 아키텍처 및 로직 설계부터 디자인하우스 영역의 레이아웃 디자인뿐만 아니라 파운드리 생산 관리 및 후공정 업체 (패키징/테스트) 영역까지 시스템 반도체 설계의 전 과정을 아우르는 엔지니어링 서비스를 직접 제공."
2026-06-16,시스템반도체,윈팩,"2,885",-3.99%,2687889,8521,"윈팩
												반도체 후공정 중 패키징(PKG)과 테스트(TEST)를 주력으로 하는 반도체 메모리 후공정 전문업체. 시스템 반도체 테스트 양산 및 신규 거래선 확보 등을 통하여 사업영역을 점진적으로 확장중."
2026-06-16,시스템반도체,이미지스,"1,959",-4.21%,245139,489,"이미지스
												팹리스(Fabless)반도체 업체. 주요 제품으로는 Haptic Driver IC, Touch & Haptic Controller IC, MST(마그네틱 보안전송기술), SAR(GRIP) SENSOR IC 등이 있음. 주요 제품은 삼성전자에 납품을 진행하고 있으며 매출 비중이 높음. 23년6월 산업통산자원부 주관 ""차세대지능형반도체기술개발- 시스템반도체상용화설계"" 국책과제 협약을 체결."
2026-06-16,시스템반도체,LB세미콘,"5,300",-4.33%,349971,1890,"LB세미콘
												디스플레이 구동칩(DDI), 스마트폰용 중앙처리장치(AP), 전력관리반도체(PMIC), 이미지센서(CIS) 등 비메모리 반도체의 후공정(OSAT) 사업을 영위."
2026-06-16,시스템반도체,고영,"35,750",-4.41%,1792203,65634,"고영
												3D 측정 기반 검사장비 및 솔루션 제공업체. 주요 제품으로는 3D 납도포 검사장비(SPI), 3D 자동 광학 검사장비(AOI), 3D 반도체후공정 패키징 검사장비(Meister, Zenstar 등) 등이 있으며, 전자 제조 서비스(EMS) 업체, 자동차 부품 제조업체, 반도체 패키지 및 기판 제조사 등에 공급. 3D SPI와 3D AOI 장비는 현재 SMT 공정에서의 업계 표준으로 자리매김하고 있으며, 시장 점유율 1위를 유지."
2026-06-16,시스템반도체,오픈엣지테크놀로지,"15,010",-4.52%,109584,1678,"오픈엣지테크놀로지
												시스템반도체 설계 IP 기술 개발 업체. 인공지능 기술을 자율주행자동차, 보안카메라 등과 같은 엣지 환경에서 구현하기 위해 반드시 필요한 시스템반도체 설계 IP(Intellectual Property, 지적재산) 기술을 개발. 고성능 'Total Memory System IP Solution' 및 동 솔루션과 NPU(Neural Processing Unit, 신경망처리장치)를 결합한 'AI Platform IP Solution for Edge Computing'을 제공. 특히, NPU와 고성능 메모리 시스템이 통합된 AI 플랫폼 IP 통합 솔루션은 엣지용 AI 반도체를 개발하는데 최적화된 Ready-Made 기술로, AI 반도체의 핵심 아키텍처를 제공."
2026-06-16,시스템반도체,네패스아크,"54,700",-5.20%,471656,26352,"네패스아크
												시스템반도체 후공정 테스트 솔루션을 제공하는 업체. 테스트 솔루션을 제공하는 주요 제품군으로 전력반도체(PMIC, Power Management IC), 디스플레이 구동칩(DDI, Display Driver IC),  SoC(System on Chip/ex.Application Processor),  RF(Radio Frequency/ex.5G 모뎀 chip) 등. 웨이퍼 테스트를 주력으로 영위하고 있으며, 시스템 반도체 종류별로는 PMIC(Power Management IC) 제품의 테스트 비중이 높은 편임."
2026-06-16,시스템반도체,한미반도체,"328,500",-5.33%,1083778,364247,"한미반도체
												반도체 제조용 장비 제조/판매 업체. 반도체 제조용 장비를 국내외 반도체 관련 제조업체에 공급중. 반도체 후공정 장비업체로 시스템 반도체 투자 확대에 따른 수혜."
2026-06-16,시스템반도체,가온칩스,"56,000",-5.41%,97048,5546,"가온칩스
												시스템 반도체 전문 디자인 솔루션 업체. 삼성 파운드리의 공식 디자인 솔루션 파트너(SAFE-DSP)로, 삼성 파운드리 공정을 사용하여 시스템 반도체를 설계하고자 하는 팹리스(Fabless) 고객사에 시스템 반도체 디자인 솔루션을 제공하고, 그 솔루션을 바탕으로 개발된 웨이퍼 형태의 반도체 칩(Chip)을 삼성 파운드리에 위탁 생산하여 팹리스(Fabless) 고객사에 공급."
2026-06-16,시스템반도체,두산테스나,"150,300",-8.07%,322669,50048,"두산테스나
												시스템반도체 테스트 전문업체. SoC(System on Chip), CIS(CMOS Image Sensor), MCU(Micro Controller Unit), Smartcard IC 반도체 테스트를 주요 사업 영역으로 영위."
2026-06-16,시스템반도체,한솔테크닉스,"11,800",-8.24%,733535,8860,"한솔테크닉스
												26년4월 비메모리 시스템반도체 검사장치 설계/제조 업체 윌테크놀러지 주식을 신규 양수키로 결정(양수후지분비율:83.37%)."
2026-06-16,시스템반도체,테크윙,"59,900",-11.78%,2616691,164696,"테크윙
												반도체 시험·검사 장비의 제조/판매 기업. 반도체 전 분야의 검사장비를 개발 및 제조하여 유수의 글로벌 반도체 고객사들에게 제품을 공급중. 주력 제품으로는 Cube Prober, Probe Station, Memory 및 SOC Test Handler 등이며, 주요 고객사는 SK하이닉스, Micron, Intel, Infineon 등. 해외 SSD 번인공정장비 공급을 시작으로 DRAM을 비롯하여 비메모리 관련 번인공정 장비 공급으로 사업을 확대중."
2026-06-16,NI(네트워크통합),오픈베이스,"2,145",+0.94%,161970,345,"오픈베이스
												IT서비스 전문업체. 인터넷 기반의 네트워킹 솔루션사업, 보안솔루션사업, 대용량 저장장치 및 제반사업인 스토리지솔루션사업, 서버솔루션 사업, ITO 서비스사업 등을 영위. ADC통합관리솔루션 “ADCsmart”를 세계 최초로 출시."
2026-06-16,NI(네트워크통합),인성정보,"1,261",-0.16%,133284,168,"인성정보
												IT 인프라사업(네트워크 구축 및 유지보수 외) 영위 업체. Network, Storage, Server, 클라우드/가상화, Voice (UC), Video Communication(TP), Security, IT Infra Management, 헬스케어 등 IT 핵심 인프라 제품/솔루션과 서비스를 One-Stop 제공."
2026-06-16,NI(네트워크통합),링네트,"4,250",-0.70%,208975,889,"링네트
												NI(Network Integration)사업을 비롯해 클라우드, 보안, 지능형 네트워크, 데이터센터를 하나의 유기적인 아키텍처로 통합하는 '지능형 ICT 플랫폼 서비스' 체계를 확립한 네트워크 통신 솔루션업체. 클라우드 및 AI 인프라 사업, 보안(Security) 플랫폼 사업, 지능형 네트워크 통합(NI) 사업, 데이터센터(Data Center) 및 하이퍼컨버지드(HCI) 사업, ITO(Information Technology Outsourcing) 및 관제 사업 등을 영위중."
2026-06-16,NI(네트워크통합),아이티센씨티에스,"6,000",-0.99%,65992,392,"아이티센씨티에스
												네트워크통합(NI) 솔루션 전문업체. 금융권 분야 네트워크 통합 및 다양한 솔루션 제공에 따른 네트워크통합(NI) 전문기업에서 최근에는 Cloud 기술을 기반으로 하는 클라우드 인프라 및 데이터센터구축 분야로 역량을 지속적으로 집중."
2026-06-16,NI(네트워크통합),에스넷,"3,260",-2.69%,104160,343,"에스넷
												네트워크통합을 근간으로 하는 소프트네트워크 솔루션 전문업체. 네트워크 통합시스템 구축 및 자문, 유지보수 사업을 영위."
2026-06-16,NI(네트워크통합),오파스넷,"7,550",-2.83%,148403,1133,"오파스넷
												18년8월 코넥스시장에서 코스닥시장으로 이전 상장한 업체로, 네트워크 통합(NI, Network Integration) 및 시스템 통합(SI, System Integration)을 주요 사업으로 영위."
2026-06-16,NI(네트워크통합),광무,"1,524",-5.28%,162458,254,"광무
												NI/SI 사업 및 ITO사업 영위 업체. NI/SI 사업부문은 네트워크 컨설팅, 기획, 설계, 구축, 감리, 유지보수 등을 제공."
2026-06-16,코로나19(음압병실/음압구급차),엔브이에이치코리아,"1,858",+2.09%,119918,220,"엔브이에이치코리아
												18년6월 엔브이에이치원방테크를 설립, 해당회사가 공기조화설비(HVAC) 솔루션 기업인 케이엔솔(구: 원방테크)을 인수하여 반도체/디스플레이/바이오 클린룸산업과 자동차 배터리 드라이룸산업에 진출. 20년 음압장비 및 음압병실 개발."
2026-06-16,코로나19(음압병실/음압구급차),우정바이오,"2,510",+1.62%,60862,149,"우정바이오
												병원 음압 격리 병상, 실험동물실 등 중요 시설의 컨셉 설계와 실시 설계 및 시공까지 시행. 20년3월 인천공항에 음압형 선별진료소 설치한 바 있음."
2026-06-16,코로나19(음압병실/음압구급차),GH신소재,"2,080",+0.97%,22372,46,"GH신소재
												계열사 케이엔솔이 바이오 클린룸 관련 사업을 영위. 원사 부문에서 클린룸 필터를 생산하고 있으며, 클린룸 WSS Eliminator 모듈 개발."
2026-06-16,코로나19(음압병실/음압구급차),에스와이,"2,290",+0.88%,205731,472,"에스와이
												20년3월 이동식 모듈러 음압병동 개발에 성공."
2026-06-16,코로나19(음압병실/음압구급차),케이엔솔,"11,660",-1.93%,91292,1069,"케이엔솔
												반도체, 디스플레이, 2차전지, 바이오 등 미세 공정 필수 설비인 클린룸 전문업체. 20년 음압장비 및 음압병실 개발."
2026-06-16,코로나19(음압병실/음압구급차),오텍,"2,740",-6.48%,630801,1772,"오텍
												특수차량 제조 전문기업으로, 최첨단 음압 앰뷸런스를 생산. 2021년 이동형 음압병동 개발."
2026-06-16,코로나19(음압병실/음압구급차),신성이엔지,"21,350",-9.15%,877561,19164,"신성이엔지
												20년3월 클린룸 내재기술을 활용한 이동형 스마트 음압병실,양·음압기 등을 개발. 21년에는 카이스트와 함께 이동형 음압병동(MCM)을 개발."
2026-06-16,퓨리오사AI,나우IB,"1,746",+7.98%,1435029,2533,"나우IB
												여신전문금융회사로 퓨리오사AI 투자 이력 부각."
2026-06-16,퓨리오사AI,토마토시스템,"3,085",+1.82%,55376,168,"토마토시스템
												퓨리오사AI 투자 이력 부각."
2026-06-16,퓨리오사AI,LB인베스트먼트,"4,585",+1.44%,13717,63,"LB인베스트먼트
												퓨리오사AI 핵심기술 파트너사인 세미파이브에 투자해 지분을 확보한 사실이 부각."
2026-06-16,퓨리오사AI,TS인베스트먼트,"1,317",0.00%,0,0,"TS인베스트먼트
												창업자 및 벤처기업에 대한 투자, 중소기업창업투자조합 및 한국벤처투자조합의 결성 및 운용 등의 사업을 영위하는 창업투자회사. 퓨리오사AI 투자 이력 부각."
2026-06-16,퓨리오사AI,DSC인베스트먼트,"11,710",-0.51%,272166,3206,"DSC인베스트먼트
												중소/벤처기업에 대한 투자금융을 제공하는 벤처캐피탈 업체. 중소기업창업투자조합 등 조합결성을 통한 창업초기 기업 투자를 주력 사업으로 영위. 퓨리오사AI 투자 이력 부각."
2026-06-16,퓨리오사AI,엑스페릭스,"2,610",-0.95%,138519,361,"엑스페릭스
												충북도가 추진하고 있는 오창 다목적방사광가속기 구축사업 지원을 위해 충북도, 퓨리오사AI와 업무협약을 체결. 계열사 인텔렉추얼디스커버리를 통해 퓨리오사AI 투자."
2026-06-16,퓨리오사AI,포바이포,"6,420",-1.98%,118673,770,"포바이포
												퓨리오사AI와 협력해 영상 화질 개선 AI서비스 및 AI 반도체 통합 솔루션을 개발하고 실증 완료."
2026-06-16,퓨리오사AI,와이즈넛,"5,740",-2.38%,473599,2740,"와이즈넛
												인공지능 전문 업체. 25년6월 국산 AI 반도체 팹리스 기업 퓨리오사AI와 'AI 에이전트 어플라이언스' 공동 개발과 사업 추진을 위한 전략적 업무협약 체결. 25년9월 퓨리오사AI와 '와이즈 아이랙(WISE iRAG) 어플라이언스'와 '서치포뮬러원(Search Formula-1) V7 Vector Edition 어플라이언스' 개발."
2026-06-16,퓨리오사AI,유라클,"8,430",-2.99%,16679,143,"유라클
												25년11월 퓨리오사AI와 AI 기반 개발 생산성 혁신 관련 전략적 업무협약(MOU) 체결. 이번 협약을 통해 퓨리오사AI의 고성능 신경망처리장치(NPU)에 동사가 개발한 아테나 코드 어시스턴트 솔루션을 탑재, 국내외 엔터프라이즈 시장을 공략할 계획."
2026-06-16,퓨리오사AI,팬스타엔터프라이즈,926,-6.37%,240352,226,"팬스타엔터프라이즈
												24년9월 퓨리오사AI와 'AI 반도체 활용 방위산업 협력' 계약 체결. 퓨리오사AI 제품의 일본내 총판을 맡아 최혜적 판매대리권 보유."
2026-06-16,퓨리오사AI,아이티센글로벌,"35,200",-15.99%,787481,28781,"아이티센글로벌
												자회사 비전벤처스, 퓨리오사AI의 시리즈B 투자 이력 보유."
2026-06-16,항공/저가 항공사(LCC),트리니티항공,915,+2.35%,1762541,1597,"트리니티항공
												국내 대표 저가 항공사(LCC). 10년 9월 국내항공운송사업 운항증명, 11년 7월 국제항공운송사업 운항증명을 각각 취득하여 국내 및 국제항공 여객운송업을 영위."
2026-06-16,항공/저가 항공사(LCC),한진칼,"127,900",-0.16%,82115,10492,"한진칼
												대한항공으로부터 인적분할해 신설된 지주회사. 대한항공 지분 보유. 대한항공은 2026년 3월말 기준 국내 10개 도시와 해외 33개국 96개 도시에 취항하여 항공운송사업을 수행 중."
2026-06-16,항공/저가 항공사(LCC),제주항공,"5,120",-0.58%,869529,4459,"제주항공
												애경그룹 계열의 국내 저가항공사(LCC). 05년8월25일 정기항공운송사업면허 및 노선개설면허를 취득하고 국내 및 국제항공 여객운송업을 주요 사업으로 영위."
2026-06-16,항공/저가 항공사(LCC),진에어,"6,090",-1.77%,258735,1582,"진에어
												한진그룹 계열의 저가항공사. 국내 대표 저비용항공사(LCC)로 제주 노선들로 구성된 국내선과 동남아와 일본, 중국노선 중심의 국제선 노선 운용."
2026-06-16,항공/저가 항공사(LCC),대한항공,"29,300",-2.33%,2990653,87267,"대한항공
												한진그룹 계열의 국내 최대 항공운송회사. 항공운송사업(여객사업, 화물사업) 외에도 항공우주사업(항공기 설계 및 제작, 민항기 및 군용기 정비, 위성체 등의 연구·개발 등) 등을 영위."
2026-06-16,항공/저가 항공사(LCC),AK홀딩스,"6,620",-2.50%,12022,79,"AK홀딩스
												제주항공을 자회사로 보유. 제주항공은 2005년1월 설립되어, 2005년8월 정기항공운송사업면허를 취득하고 국내 및 국제항공 여객운송업을 영위중."
2026-06-16,항공/저가 항공사(LCC),아시아나항공,"7,840",-2.61%,220871,1728,"아시아나항공
												국내 메이저 항공운송회사. 항공기를 이용하여 여객을 운송/서비스하는 항공운송사업 및 부대사업(기내면세품 판매 등)을 영위."
2026-06-16,항공/저가 항공사(LCC),에어부산,"1,799",-3.44%,326072,595,"에어부산
												금호아시아나그룹 계열의 저가 항공사. 08년6월 국토해양부로부터 정기항공운송면허를 취득하여 국내 및 국제항공 여객운송업을 영위."
2026-06-16,항공/저가 항공사(LCC),티웨이홀딩스,340,-6.08%,37208339,15301,"티웨이홀딩스
												저가항공사 티웨이항공을 종속회사로 보유. 티웨이항공은 2010년9월 국내항공운송사업면허와 2011년7월 국제항공운수사업면허를 취득하고 국내 및 국제항공 여객운송업 영위."
2026-06-16,온디바이스 AI,네패스,"38,950",+8.50%,976906,38154,"네패스
												삼성전자가 갤럭시S24 시리즈에 온디바이스 AI칩을 탑재할 예정인 가운데, 삼성전자향 PMIC 패키징 수요가 증가할 것이라는 전망 속 시장에서 수혜주로 부각. 또한, 5G-IoT & 온-디바이스 AI 통합 하드웨어 플랫폼 기술을 개발한 점도 시장에서 부각."
2026-06-16,온디바이스 AI,SK하이닉스,"2,382,000",+4.11%,3364024,7940145,"SK하이닉스
												애플 비전 프로에 고대역 스페셜 DRAM 공급을 시작으로 온 디바이스 AI 메모리 시장 진입 전망 속 수혜주로 부각."
2026-06-16,온디바이스 AI,삼성전기,"2,048,000",+2.45%,1083798,2200486,"삼성전기
												24년 중국 안드로이드 스마트폰 업체들의 온디바이스 AI 도입 본격화 전망 속 NPU 고도화로 인해 MLCC 등 소자 탑재량 동반 증가에 따른 수혜 전망."
2026-06-16,온디바이스 AI,삼성전자,"343,000",+1.78%,16694918,5677739,"삼성전자
												모바일 온디바이스 AI 경험을 위한 차세대 플랫폼 '엑시노스 1680' 출시."
2026-06-16,온디바이스 AI,대덕전자,"169,900",+1.31%,925588,157994,"대덕전자
												인쇄회로기판(PCB) 업체로 온디바이스 AI 시장 활성화로 고성능 프리미엄 기판 수요가 커질 것이란 전망이 시장에서 부각."
2026-06-16,온디바이스 AI,노타,"27,400",+1.11%,168213,4633,"노타
												온디바이스 AI 전문업체. 자체 AI 최적화 플랫폼인 NetsPresso를 중심으로 온디바이스 AI 상용화를 위한 기술 개발에 집중해 왔으며, 스마트폰, IoT 장치, 반도체, 자동차 등 다양한 디바이스에서 AI 모델을 경량화 및 최적화하여 효율적으로 실행할 수 있는 소프트웨어 솔루션을 제공."
2026-06-16,온디바이스 AI,아이언디바이스,"2,440",+1.04%,98407,245,"아이언디바이스
												팹리스 반도체 업체. 25년2월 AI 모델 개발 및 경량화 전문기업 액션파워와 온디바이스 AI 솔루션 개발을 위한 MOU 체결."
2026-06-16,온디바이스 AI,퀄리타스반도체,"14,390",+0.63%,862823,13248,"퀄리타스반도체
												초고속 인터페이스 반도체 IP 개발 전문업체. 초고속 인터커넥트 반도체 설계 기술과 초미세 반도체 공정 설계 및 검증 기술을 바탕으로, 초고속 인터페이스 IP 라이센싱(MIPI IP, PCIe IP, 디스플레이 칩셋 인터페이스 IP, Multi-Level Signaling SERDES PHY IP) 및 Design Service 사업(IP 설계, IP Test Chip 개발, IP Test Chip 검증 및 IP 기술지원 서비스) 등을 영위. 온디바이스 AI와 관련해 반도체 설계 지식재산권(IP) 기업으로 부각."
2026-06-16,온디바이스 AI,칩스앤미디어,"14,630",-0.34%,78686,1166,"칩스앤미디어
												시스템 반도체 설계 자산(IP) 개발 및 판매업을 영위하는 반도체 설계자산 전문업체. 생성형 AI나 온디바이스 AI 서비스 중에서도 중추적인 분야라고 할 수 있는 이미지 생성형 AI 분야에 활용될 수 있는 코덱을 다수 보유중이며, 국내외 여러 고객사들(국내 4사, 국외 7사 이상)에 관련 코덱을 공급중. 온디바이스 AI 시장 개화에 따른 라이선스 매출 수혜, 산업 성숙 과정에서는 로열티 매출로 수혜 전망."
2026-06-16,온디바이스 AI,큐알티,"15,370",-0.84%,62346,971,"큐알티
												반도체 신뢰성 평가 및 종합분석 전문기업으로 높은 테스트 난이도를 요구하는 HBM이나 온디바이스, NPU, CXL 등 신규 반도체 관련 제품들의 연구 개발 및 양산 비중 증가에 따른 수혜 기대감 부각"
2026-06-16,온디바이스 AI,유니퀘스트,"7,680",-1.54%,167416,1299,"유니퀘스트
												23년10월 엣지AI와 로보틱스를 위한 엔비디아 젯슨 모듈(NVIDIA Jetson modules) 공급계약 체결. 엔비디아 젯슨 모듈은 백만 명 이상의 개발자가 사용하는 선도적인 AI엣지 컴퓨팅 플랫폼임."
2026-06-16,온디바이스 AI,텔레칩스,"13,190",-1.93%,154216,2084,"텔레칩스
												차량용 반도체 팹리스 업체로 온디바이스 AI 시장 활성화로 팹리스 업체들의 수혜가 전망된다는 점이 시장에서 부각."
2026-06-16,온디바이스 AI,리노공업,"94,700",-2.17%,1208903,114779,"리노공업
												검사용 PROBE(SPRING CONTACT PROBE:LEENO PIN)와 반도체 검사용 소켓(IC TEST SOCKET)을 자체브랜드로 개발하여 제조, 판매하는 업체. 온디바이스 AI 시장 개화에 따라 디바이스 내 AI 서비스의 원활한 구동을 위해 반도체의 성능 향상이 필요하고 NPU 수요 또한 활성화될 것으로 전망되는 가운데, 반도체 테스트 공정에 사용되는 동사의 LEENO PIN과 IC TEST SOCKET 등의 수요 증가 전망."
2026-06-16,온디바이스 AI,어보브반도체,"10,590",-2.31%,160812,1734,"어보브반도체
												비메모리 반도체 중 두뇌역할을 하는 반도체 칩인 Micro Controller Unit(MCU)를 설계/생산하는 팹리스 업체로 24년7월 온디바이스용 인공지능(AI) 마이크로컨트롤러유닛(MCU) '아담(ADAM)-100' 엔지니어링 샘플 출시."
2026-06-16,온디바이스 AI,에이팩트,"11,780",-3.05%,982294,11782,"에이팩트
												온디바이스 AI 시장 개화 속 저전력 반도체의 중요성이 강화됨에 따라 LPDDR2 2G(64M x32) + NAND 4G( x8, x16) 제품의 Test Program 개발 및 양산적용 완료."
2026-06-16,온디바이스 AI,에이디테크놀로지,"39,150",-3.09%,87486,3470,"에이디테크놀로지
												주문형 반도체, Application-specific integrated circuit(ASIC)를 설계 및 판매하는 디자인 하우스 사업을 주요 사업으로 영위하는 업체. 다양한 IT 제품의 핵심부품인 시스템반도체를 고객과 함께 개발하는 디자인 하우스 전문기업으로 고사양/고집적도 시스템 반도체를 개발 및 양산중이며, 저전력 시스템반도체 개발을 위한 인프라를 확보하고 있음. 초기 TSMC의 가치사슬협력자(VCA)로 시작해 글로벌 시장에서의 입지를 강화해왔으며, 20년에는 삼성 파운드리의 공식 DSP(Design Solution Partner)로 전환. 온디바이스 AI와 관련해 디자인하우스 기업으로 부각."
2026-06-16,온디바이스 AI,제주반도체,"101,200",-3.44%,2601377,270641,"제주반도체
												모바일용 메모리 반도체 설계전문업체(Fabless)로 주요 제품 모델은 NAND MCP, 저전력 고속 에스램(SRAM), 셀룰라램(CRAM), 디램(DRAM) 등이 있음. 온디바이스 AI 시장 개화 속 저전력 반도체의 중요성이 강화됨에 따라 LPDDR을 설계한다는 점이 시장에서 부각."
2026-06-16,온디바이스 AI,마음AI,"13,100",-4.24%,116002,1538,"마음AI
												퀄컴 QCS6490 프로세서 기반의 퀄컴 RB3 2세대 플랫폼(Qualcomm® RB3 Gen 2 platform)이 탑재된 온디바이스 AI 'SUDA(수다)'를 개발."
2026-06-16,온디바이스 AI,오픈엣지테크놀로지,"15,010",-4.52%,109584,1678,"오픈엣지테크놀로지
												시스템반도체 설계 IP 기술 개발 업체. 인공지능 기술을 자율주행자동차, 보안카메라 등과 같은 엣지 환경에서 구현하기 위해 반드시 필요한 시스템반도체 설계 IP(Intellectual Property, 지적재산) 기술을 개발. 고성능 'Total Memory System IP Solution' 및 동 솔루션과 NPU(Neural Processing Unit, 신경망처리장치)를 결합한 'AI Platform IP Solution for Edge Computing'을 제공. 특히, NPU와 고성능 메모리 시스템이 통합된 AI 플랫폼 IP 통합 솔루션은 엣지용 AI 반도체를 개발하는데 최적화된 Ready-Made 기술로, AI 반도체의 핵심 아키텍처를 제공. 온디바이스 AI와 관련해 반도체 설계 지식재산권(IP) 기업으로 부각."
2026-06-16,온디바이스 AI,태성,"51,200",-5.19%,198036,10307,"태성
												온디바이스 AI 시장 확대 전망 속 PCB 자동화 생산에 필요한 핵심설비인 습식설비 전문 생산업체인 점이 시장에서 부각. 고성능 기판 수요로 인한 수주 잔고 확대 수혜 전망."
2026-06-16,온디바이스 AI,네패스아크,"54,700",-5.20%,471656,26352,"네패스아크
												반도체 제조관련 테스트 업체로 On-Device AI로 인한 테스트 타임이 증가하면서 수혜를 받을 것이란 전망이 시장에서 부각."
2026-06-16,온디바이스 AI,가온칩스,"56,000",-5.41%,97048,5546,"가온칩스
												시스템 반도체 전문 디자인 솔루션 업체. 반도체소자의 설계 및 제조(ASIC)를 주요 사업으로 영위. 삼성 파운드리의 공식 디자인 솔루션 파트너(SAFE-DSP)로, 삼성 파운드리 공정을 사용하여 시스템 반도체를 설계하고자 하는 팹리스(Fabless) 고객사에 시스템 반도체 디자인 솔루션을 제공하고, 그 솔루션을 바탕으로 개발된 웨이퍼 형태의 반도체 칩(Chip)을 삼성 파운드리에 위탁 생산하여 팹리스(Fabless) 고객사에 공급. 또한, 추가적인 팹리스(Fabless) 고객사의 요청에 따라서는 웨이퍼 형태의 반도체 칩(Chip)을 조립하고, 테스트하여 최종 완제품 형태로 가공하여 공급하는 사업까지도 진행. 온디바이스 AI와 관련해 디자인하우스 기업으로 부각."
2026-06-16,온디바이스 AI,심텍,"126,600",-5.59%,598098,78248,"심텍
												반도체 및 통신기기용 인쇄회로기판(PCB) 업체로 온디바이스 AI 시장 활성화로 고성능 프리미엄 기판 수요가 커질 것이란 전망이 시장에서 부각."
2026-06-16,온디바이스 AI,HPSP,"66,300",-20.60%,10870455,771599,"HPSP
												고압열처리용 반도체 장비 제조업체. 고압 수소 어닐링 기술을 통하여 글로벌 시스템반도체 및 메모리 반도체 기업에 반도체 전공정 중 고압열처리 공정에 필요한 고압 중수소/수소 열처리장비(GENI-SYS)를 판매 중. 생성형 AI, 온디바이스 AI용 고성능 제품에 필수적인 선단 제품 수요 증가에 따른 수혜 전망."
2026-06-16,소캠(SOCAMM),SK하이닉스,"2,382,000",+4.11%,3364024,7940145,"SK하이닉스
												SK그룹 계열의 세계적인 메모리 반도체 전문 제조업체로 소캠(SOCAMM) 사업을 진행."
2026-06-16,소캠(SOCAMM),삼성전자,"343,000",+1.78%,16694918,5677739,"삼성전자
												삼성그룹 계열의 세계적 경쟁력을 보유한 전자 업체로 차세대 인공지능(AI) 메모리 ‘소캠(SOCAMM)2’의 대량 양산 진행."
