date,theme,stock,price,chg,volume,value_mil,reason
2026-06-16,구제역/광우병 수혜,동원산업,"34,350",-0.15%,58188,2010,"동원산업
												수산사업(참치선망선, 참치연승선, 트롤선 등 원양어업), 유통사업(참치유통 등) 등을 영위. 구제역/광우병 발생시 대체식품으로 부각."
2026-06-16,구제역/광우병 수혜,CJ씨푸드,"2,110",-0.24%,73372,155,"CJ씨푸드
												CJ그룹 계열의 수산물 가공식품 전문업체. 어묵, 맛살, 유부, 김 등을 생산 판매하는 식품사업을 영위중. 구제역/광우병 발생시 대체식품으로 부각."
2026-06-16,구제역/광우병 수혜,하림,"2,870",-0.35%,993401,2840,"하림
												하림 닭고기, 하림 치킨너겟, 하림 사료 등의 브랜드를 가진 국내 닭고기 시장 선두업체. 구제역/광우병 발생시 닭고기가 대체식품으로 부각됨."
2026-06-16,구제역/광우병 수혜,동우팜투테이블,"2,380",-0.63%,69061,164,"동우팜투테이블
												닭고기 원료육 전문업체. 농림수산식품부지정 가축(육계)계열화 업체로서 양계, 종란, 부화, 사육, 가공, 판매에 이르는 전과정을 일괄적으로 영위. 구제역/광우병 발생시 대체식품으로 부각."
2026-06-16,구제역/광우병 수혜,대성미생물,"6,430",-0.77%,11377,74,"대성미생물
												동물용 의약품 전문 제조업체. 백신을 비롯하여 항생제, 항균제, 구충제, 영양제, 해열진통소염제, 생균효소제, 면역증강제, 소독제 등 각종 동물용의약품을 생산/판매."
2026-06-16,구제역/광우병 수혜,사조산업,"43,950",-1.01%,2426,105,"사조산업
												사조그룹 계열사로 당사 및 연결실체를 통해 원양어업(참치, 대구 등), 식품제조(수산물캔, 장류, 수산물 가공, 김 등), 축산(생돈 등)사업 등을 영위하는 업체. 구제역/광우병 발생시 대체식품으로 부각."
2026-06-16,구제역/광우병 수혜,사조오양,"8,030",-1.23%,11850,95,"사조오양
												사조그룹 계열사로 수산(참치,명태 등 수산물 어획 및 판매), 식품제조(맛살, 어묵, 햄, 소시지 등 식품가공) 사업 등을 영위하는 업체. 구제역/광우병 발생시 대체식품으로 부각."
2026-06-16,구제역/광우병 수혜,우진비앤지,"2,545",-2.12%,24965,64,"우진비앤지
												구제역 및 AI 소독제 생산업체. 구제역 바이러스, 조류인플루엔자, 돼지열병 바이러스의 살멸효과를 갖는 공인소독제 웰크린-씨, 크린업-에프 등을 생산중."
2026-06-16,전자파,아모텍,"30,700",+5.86%,974798,29505,"아모텍
												전자기기 정전기/전자파 방지용 Chip 부품(칩 바리스터, EMI Filter, CMF 등) 제조 및 판매. NFC+MST+무선충전 모듈과 같이 제공되는 전자파 차폐기능을 지닌 차폐용 Sheet를 자체 개발 및 조달."
2026-06-16,전자파,레몬,"2,975",+5.31%,58801,176,"레몬
												전자파 차폐소재 및 나노섬유 멤브레인 생산업체. 전자파 차폐소재 관련 제품군으로는 방열 쉴드캔(Shield Can), 도전원단, 도전 점착테이프 등이 있으며, 쉴드캔 부품은 삼성전자 무선사업부의 프레그쉽 모델(프리미엄)과 중저가폰 모델에 납품중."
2026-06-16,전자파,제너셈,"6,150",+4.59%,1182877,7749,"제너셈
												반도체 후공정 장비 제조업체. 전자파 차단 장비(EMI Shield)를 생산 및 판매하고 있으며, 삼성전자에 EMI Shiled 장비 공급 경험 보유."
2026-06-16,전자파,다산솔루에타,805,+3.60%,227398,185,"다산솔루에타
												스마트폰 등 각종 전자기기에서 발생하는 불필요한 전자파를 차단하는 차폐제 생산 업체. 전도성테이프, 전도성쿠션, 전파흡수체 등을 주요 제품으로 보유하고 있음."
2026-06-16,전자파,아이씨에이치,694,+1.17%,62601,43,"아이씨에이치
												친환경 유연소재(Flexible Material) 기반 첨단 회로소자 전문 기술 업체. 전자파(EMI) 차폐 가스켓 등을 생산."
2026-06-16,전자파,성우전자,"2,505",+0.20%,80881,200,"성우전자
												이동통신 단말기 부품 제조업체로 SHIELD CAN(이동통신 단말기 사용 시 발생되는 전자파를 차폐하는 기능의 부품), DECO, ASSY류 등을 생산."
2026-06-16,전자파,잉크테크,"3,100",-0.16%,8179,25,"잉크테크
												전자파 차폐 사업에 진출해 국내 최초로 전자파 차폐(EMI Shielding)필름 개발 성공."
2026-06-16,전자파,동일기연,"11,570",-0.26%,434,5,"동일기연
												전자파 차단기용 EMI필터 생산."
2026-06-16,전자파,상신전자,"2,580",-0.96%,49949,128,"상신전자
												전자파 장해(EMI) 필터 전문 생산업체. 세탁기, 냉장고, 에어컨 등 주로 가전제품에 적용되는 전자파 장해(EMI) 감쇄 제품인 노이즈필터와 코일을 주력으로 생산."
2026-06-16,전자파,프로텍,"86,800",-1.70%,37043,3180,"프로텍
												17년 전자기기에서 여러 반도체 칩간에 전자파 간섭으로 인한 오작동을 막기 위한 전자파 차폐(EMI)용 스프레이 타입의 디스펜서를 출시."
2026-06-16,전자파,켐트로닉스,"30,150",-2.58%,125523,3840,"켐트로닉스
												무선충전용 전자파 차폐 소재 및 모듈 제품을 삼성전자 등에 공급중."
2026-06-16,전자파,한미반도체,"328,500",-5.33%,1083778,364247,"한미반도체
												전자파 차폐(EMI Shielding) 기술 공정 처리 장비 생산 및 판매업체."
2026-06-16,지주사,OCI홀딩스,"318,000",+12.37%,531256,165829,"OCI홀딩스
												23년5월1일을 분할기일로 하여 베이직케미컬 사업부문, 카본케미컬 사업부문을 OCI로 단순 인적분할하며 OCI 홀딩스를 출범. 23년9월 공개매수 및 현물출자에 의한 유상증자를 거쳐 지주회사로 전환을 완료. 독점규제 및 공정거래에 관한 법률(공정거래법)상 지주회사로서 자회사 지분의 관리 및 투자를 목적으로 하는 지주회사 역할을 수행."
2026-06-16,지주사,이지홀딩스,"4,785",+7.53%,1162624,5572,"이지홀딩스
												지주사 전환을 위해 기존 이지바이오의 투자사업부문이 인적분할되어 변경상장된 업체로, 닭고기업체 마니커, 오리제품의 생산 및 판매업체 정다운, 사료제조 및 판매업체 팜스토리(구 도드람B&F), 축산업 및 육류가공유통업체 우리손에프앤지, 동물관련 사업 및 인체관련 사업 영위업체 옵티팜 등을 종속회사로 보유."
2026-06-16,지주사,세아제강지주,"148,800",+7.36%,75170,10975,"세아제강지주
												세아그룹 계열사로 기존 세아제강이 강관 제조/판매업 등 제조사업부문을 인적분할함에 따라 변경상장된 순수지주회사. 자회사 및 피투자회사의 지분 관리 및 투자를 목적으로 하는 사업부문을 영위."
2026-06-16,지주사,CJ,"186,800",+7.17%,230627,42133,"CJ
												CJ그룹의 지주회사. CJ제일제당, CJ ENM, CJ CGV, CJ프레시웨이, CJ푸드빌, 씨제이올리브영 등의 자회사를 보유중."
2026-06-16,지주사,녹십자홀딩스,"11,680",+6.47%,244172,2789,"녹십자홀딩스
												녹십자그룹 지주회사. 전체 경영전략 수립과 조정, 신규 전략사업의 진출, 출자자산의 포트폴리오 관리 등은 지주회사 역할을 맡고 있는 동사가 담당하고 있으며, 의약품의 제조 판매 등 실제 사업은 각 자회사가 수행."
2026-06-16,지주사,세아베스틸지주,"49,500",+6.34%,635665,31347,"세아베스틸지주
												기존 세아베스틸로부터 물적분할을 통해 변경상장된 지주회사. 22년4월 투자사업부문을 제외한 특수강 제조 및 판매 일체를 분할하여 분할 신설회사 세아베스틸(SeAH Besteel Corporation)을 설립하고 지주회사 체제로 출범."
2026-06-16,지주사,SK스퀘어,"1,501,000",+6.23%,835570,1222637,"SK스퀘어
												기존 SK텔레콤에서 인적분할을 통해 설립되었으며, 자회사 등의 제반 사업내용을 지배, 경영 관리 하는 지주사업을 영위. 11번가, 티맵모빌리티와 같은 주요 종속회사 및 SK하이닉스와 같은 주요 자회사를 보유."
2026-06-16,지주사,GS,"79,200",+4.76%,317762,24962,"GS
												GS그룹의 지주회사. 자회사를 통해 자원개발 및 에너지, 유통사업, 녹색성장 사업 등을 영위. 상장사 GS리테일, GS글로벌을 비롯해 GS에너지, GS스포츠, GS이피에스, GS이앤알 등을 자회사로 보유."
2026-06-16,지주사,HDC,"22,450",+4.66%,82261,1824,"HDC
												기존 현대산업이 건설사업 등을 인적분할함에 따라 변경 상장된 업체. HDC그룹 지주회사로 자회사 및 피투자회사 지분의 관리 및 투자를 목적으로 하는 투자사업 및 부동산임대사업을 영위. HDC현대산업개발, HDC아이앤콘스, HDC랩스 등을 주요 종속회사 및 자회사로 보유."
2026-06-16,지주사,한화,"125,300",+4.24%,200753,25555,"한화
												방위사업 전문업체로 한화그룹의 실질적 지주회사. 연결대상 종속회사로 한화솔루션, 한화시스템, 한화손해보험, 한화생명보험, 한화자산운용, 한화에어로스페이스, 한화호텔앤드리조트 등을 보유."
2026-06-16,지주사,SK,"673,000",+4.18%,165361,111170,"SK
												SK그룹의 사업지주회사. SK이노베이션, SK텔레콤, SK네트웍스, SK에코플랜트, SKC, SK바이오팜, SK임업 등의 자회사를 보유."
2026-06-16,지주사,넥센,"6,650",+3.91%,30778,201,"넥센
												넥센그룹의 모회사임과 동시에 자동차타이어 등 고무제품의 제조 및 판매사업, 물류사업 등을 영위하는 사업형 지주회사."
2026-06-16,지주사,HD한국조선해양,"438,500",+3.91%,557636,247044,"HD한국조선해양
												HD현대중공업, 현대삼호중공업 등을 종속회사로 보유한 HD현대그룹 중간 지주회사. 19년6월 기존 현대중공업이 대우조선해양 인수를 추진함에 따라 조선사업을 신설법인 현대중공업(現 HD현대중공업)으로 물적분할하며 중간 지주회사로 전환. 조선부문 종속회사 외 그린에너지 사업(태양광 셀, 모듈 등)을 영위하는 HD현대에너지솔루션(구, 현대중공업그린에너지)을 종속회사로 보유."
2026-06-16,지주사,웅진,"2,100",+3.70%,263413,553,"웅진
												웅진그룹의 지주회사. 장례서비스를 중심으로 다양한 라이프케어 서비스를 제공하는 상조기업 웅진프리드라이프를 계열사로 보유하고 있으며, 웅진씽크빅, 웅진플레이도시 등 자회사 보유."
2026-06-16,지주사,HL홀딩스,"48,700",+3.62%,52272,2502,"HL홀딩스
												기존 만도에서 분할된 투자사업부문을 영위하는 HL(舊 한라)그룹 지주회사. 15년7월 자동차부품 유통 및 물류업체 한라마이스터 유한회사를 흡수합병함에 따라 사업 지주회사로 전환."
2026-06-16,지주사,서연,"9,100",+3.53%,173657,1595,"서연
												기존 한일이화에서 투자사업부문을 승계해 지주회사 역할을 하는 존속법인. 종속회사로 서연이화, 서연탑메탈, 서연인테크, 서연씨엔에프 등을 보유."
2026-06-16,지주사,동국홀딩스,"2,020",+3.32%,602854,1202,"동국홀딩스
												기존 동국제강이 열연사업부문 및 냉연사업 부문을 인적 분할함에 따라 변경 상장. 자회사 및 피투자회사 지분의 관리 등을 목적으로 하는 투자사업부문을 영위. 주요 종속회사로 코스피 상장사인 인터지스 등을 보유중이며, 분할 신설 법인 동국제강(열연사업), 동국씨엠(냉연사업) 지분 보유."
2026-06-16,지주사,현대지에프홀딩스,"14,350",+3.24%,225967,3173,"현대지에프홀딩스
												현대백화점 그룹 계열사로 기존 현대그린푸드에서 푸드서비스, 유통사업, 식재사업이 인적분할됨에 따라 변경상장. 지배회사 및 종속회사를 통해 가구사업, 법인영업, 중장비사업과 기타 여행/임대업 등을 영위. 종속회사로 가구 업체 현대리바트, 중장비 업체 현대에버다임, 여행 업체 현대드림투어 등을 보유하고 있으며, 현대그린푸드, 현대홈쇼핑, 현대백화점, 현대이지웰 등의 지분 보유."
2026-06-16,지주사,BGF,"4,360",+3.07%,208807,906,"BGF
												구 BGF리테일이 편의점 연쇄화 사업부문 등을 인적분할함에 따라 투자사업 부문을 영위하는 지주회사. 자회사 지분의 관리 및 투자를 목적으로 하는 사업을 영위. 자회사로 비지에프리테일(편의점 사업)과 종속회사로 BGF에코머티리얼즈(고기능성폴리머칩 제조), 케이엔더블유(전자부품, 자동차 소재 제조), BGF에코스페셜티(반도채소재) 등을 보유."
2026-06-16,지주사,골프존홀딩스,"4,800",+3.00%,120024,574,"골프존홀딩스
												상장사인 골프존을 포함해 골프존카운티, 골프존카운티자산관리 등을 주요 자회사로 보유한 골프존그룹 지주회사."
2026-06-16,지주사,효성,"196,800",+2.82%,35948,7203,"효성
												효성그룹 계열의 지주회사. 기존 사업 중 섬유/무역, 중공업/건설, 산업자재, 화학 사업부문을 각각 인적분할함에 따라 자회사 지분관리 및 투자, CI로열티, 연구용역, 물류용역, 인테리어제품 생산/판매 등의 사업을 영위. 주요 자회사로 인적분할 뒤 재상장한 효성티앤씨(섬유/무역), 효성중공업(중공업/건설), 효성화학(화학) 등을 보유."
2026-06-16,지주사,메리츠금융지주,"114,400",+2.79%,310954,35741,"메리츠금융지주
												2011년3월 메리츠화재해상보험에서 보험사업을 제외한 투자사업 부문이 인적분할됨에 따라 설립된 메리츠금융그룹의 금융지주회사. 메리츠증권, 메리츠화재해상보험, 메리츠캐피탈 등을 자회사로 보유."
2026-06-16,지주사,JB금융지주,"28,250",+2.54%,1340630,38349,"JB금융지주
												JB금융그룹 지주회사. 주요 자회사로 은행업을 영위하는 전북은행과 광주은행, 여신전문금융업을 영위하는 JB우리캐피탈, 집합투자업을 영위하는 JB자산운용, 신기술사업금융업을 영위하는 JB인베스트먼트 등이 있음."
2026-06-16,지주사,BNK금융지주,"18,470",+2.50%,2406465,44792,"BNK금융지주
												부산은행, 경남은행, BNK투자증권, BNK캐피탈, BNK저축은행, BNK신용정보, BNK시스템 등을 자회사로 보유한 BNK금융그룹 지주회사."
2026-06-16,지주사,오리온홀딩스,"27,300",+2.25%,394056,10736,"오리온홀딩스
												기존 오리온에서 투자사업 부문이 인적분할되어 변경상장된 업체. 코스피 상장사 분할신설법인 오리온을 비롯해 코스닥 상장사 쇼박스 등을 자회사로 보유하며 지주사업을 영위."
2026-06-16,지주사,코오롱,"54,700",+2.24%,39531,2163,"코오롱
												코오롱그룹의 순수 지주회사. 상장사인 코오롱인더스트리, 코오롱글로벌, 코오롱생명과학, 코오롱티슈진 등을 자회사로 보유."
2026-06-16,지주사,DB,"2,005",+2.24%,689353,1363,"DB
												2024년 1월 1일자로 지주회사의 요건을 충족하여 지주회사로 전환된 일반 지주회사."
2026-06-16,지주사,하나금융지주,"132,000",+2.09%,1072513,142168,"하나금융지주
												하나금융그룹의 금융지주회사. 하나은행, 하나증권, 하나카드, 하나생명보험 등을 자회사로 보유."
2026-06-16,지주사,한일홀딩스,"17,450",+1.99%,35236,616,"한일홀딩스
												기존 한일시멘트가 시멘트, 레미콘, 레미탈 사업부문 등을 인적분할함에 따라 변경상장된 업체. 자회사 및 피투자회사 지분 관리 및 투자 사업 등을 영위. 상장사인 한일시멘트, 한일현대시멘트, 비상장업체 서울랜드(테마파크 운영), 한일산업(레미콘 및 시멘트 혼화제 제조) 등을 종속회사로 보유하고 있으며, 한일홀딩스 계열의 실질적인 지주회사."
2026-06-16,지주사,SK디스커버리,"47,350",+1.94%,38538,1860,"SK디스커버리
												기존 SK케미칼이 Green Chemicals 사업과 Life Science 사업을 인적분할함에 따라 투자사업만을 영위하는 업체. SK그룹 계열의 지주회사로 자회사 관리 및 신규사업 투자 사업 영위. 주요 자회사로 SK케미칼, SK가스, SK플라즈마 등을 보유."
2026-06-16,지주사,하림지주,"11,110",+1.83%,429308,4749,"하림지주
												하림 브랜드를 소유한 하림그룹 순수 지주회사. 주요 수입원은 자회사 등으로부터 받는 배당수익, 브랜드의 권리를 소유하며 사용자로부터 수취하는 상표권 사용수익, 소유 건물의 임대를 통한 임대수익 등임. 동사를 비롯하여 핵심 자회사인 팬오션, 제일사료, 하림, 선진, 팜스코, 엔에스쇼핑은 곡물(해운) - 사료 - 축산(가금/양돈) - 도축가공 - 식품제조 - 유통판매 등 식품의 가치사슬을 통합 관리 할 수 있도록 유기적으로 연결."
2026-06-16,지주사,DN오토모티브,"44,650",+1.82%,166071,7500,"DN오토모티브
												기존 동아타이어가 자동차용 고무사업부분을 인적분할함에 따라 지주회사 및 자동차용 부품, 튜브, 축전지 제조, 판매 사업을 영위하는 업체."
2026-06-16,지주사,한미사이언스,"30,900",+1.81%,57185,1762,"한미사이언스
												상장법인인 한미약품, 제이브이엠과 비상장법인 온라인팜(의약품 도매), 에르무루스(외식사업) 등을 자회사로 보유한 사업형 지주회사. 자회사의 지분이익, 특허권 및 상표권 사용료 수입, 계열사 관리 등을 통해 자체적으로 수익을 창출."
2026-06-16,지주사,SNT홀딩스,"52,500",+1.74%,32796,1687,"SNT홀딩스
												SNT그룹의 지주회사. 주요 자회사로 SNT다이내믹스, SNT모티브, SNT에너지를 보유하고 있으며, SNT대우기차부건(곤산)유한공사 등을 주요 손자회사로 보유."
2026-06-16,지주사,KISCO홀딩스,"24,350",+1.67%,3230,77,"KISCO홀딩스
												환영철강공업, 대흥산업, 한국철강, 서륭 등의 종속회사를 보유한 KISCO홀딩스그룹의 지주회사."
2026-06-16,지주사,네오위즈홀딩스,"22,150",+1.61%,5609,124,"네오위즈홀딩스
												상장사 네오위즈를 비롯해 네오위즈파트너스를 주요 자회사로 보유한 지주회사."
2026-06-16,지주사,우리금융지주,"33,050",+1.54%,2725311,90347,"우리금융지주
												우리금융그룹 지주사. 우리은행과 우리에프아이에스, 우리금융경영연구소, 우리신용정보, 우리펀드서비스, 우리프라이빗에퀴티자산운용, 우리투자증권 등을 완전자회사 보유."
2026-06-16,지주사,HD현대,"272,000",+1.49%,139735,38465,"HD현대
												한국조선해양에서 인적 분할돼 출범한 현대중공업그룹 사업지주회사로 별도의 사업을 영위하지 않는 순수지주회사. 주요종속회사에 포함된 회사들이 영위하는 사업으로는 조선해양 부문(HD한국조선해양), 정유 부문(HD현대오일뱅크), 선박서비스 부문(HD현대마린솔루션), 전기전자 부문(HD현대일렉트릭), 건설기계 부문(HD현대사이트솔루션, HD현대건설기계, HD현대인프라코어), 기타부문(HD현대로보틱스(산업용 로봇 제조업)) 등이 있음."
2026-06-16,지주사,아이디스홀딩스,"14,230",+1.43%,8475,120,"아이디스홀딩스
												11년7월 기존 아이디스에서 분할되어 투자사업부문을 담당하는 지주회사. 자회사로 아이디스, 코텍, 빅솔론, 아이디피 등을 보유."
2026-06-16,지주사,KB금융,"172,000",+1.42%,1674715,294806,"KB금융
												KB금융그룹의 금융지주회사. 자회사들이 영위하는 사업으로는 은행업(KB국민은행), 신용카드업(KB국민카드), 금융투자업(KB증권, KB자산운용, KB부동산신탁, KB인베스트먼트), 보험업(KB손해보험, KB라이프생명), 기타(KB캐피탈, KB저축은행, KB데이타시스템) 등."
2026-06-16,지주사,동성케미컬,"3,965",+1.41%,193803,770,"동성케미컬
												동성그룹 계열의 사업 지주회사. 사업부문은 기능성용제를 개발, 제조하는 석유화학 사업 및 Butyl계, Amyl계 등의 유기과산화물을 제조, 판매하는 정밀화학 사업 그리고 Polyester Polyol과 성형용 TPU, 코팅용 TPU, 접착제용 TPU 등을 생산하는 우레탄 사업을 영위. 지주부문은 타회사의 주식 취득을 통해 그 회사에 대한 실질적인 지배권을 취득하는 것을 목적으로 하며 주 수입원은 자회사 등으로부터 받는 배당금 및 경영자문과 컨설팅을 통한 수수료 등임."
2026-06-16,지주사,GS피앤엘,"48,750",+1.35%,99618,4843,"GS피앤엘
												기존 GS리테일에서 파르나스호텔 및 후레쉬미트 지분 관리를 목적으로 하는 사업부문이 인적분할되어 재상장된 업체. 파르나스호텔과 식자재 가공업 전문 업체 후레쉬미트를 자회사로 보유하며 지주사업을 영위."
2026-06-16,지주사,DRB동일,"4,555",+1.33%,9108,41,"DRB동일
												2022년 5월 물적분할을 통해 순수지주회사로 전환. 동일고무벨트(산업용 고무제품 등), DRB인터내셔널(부동산 임대,개발 등), DRB오토메이션(로봇자동화시스템 등), 세일기업(자동차 운전면허학원 등), DRB헬스케어(헬스케어산업 등), DRB오토모티브(종합고무부품 등) 등을 종속회사로 보유중."
2026-06-16,지주사,동아쏘시오홀딩스,"85,900",+1.30%,11754,1003,"동아쏘시오홀딩스
												동아쏘시오그룹의 지주회사. 동아제약, 용마로지스 등의 자회사 보유."
2026-06-16,지주사,삼양홀딩스,"57,800",+1.23%,13411,775,"삼양홀딩스
												삼양그룹 계열의 지주회사로 지주사업과 투자 및 임대사업을 영위. 삼양사(식품, 화학 등 영위) 등의 자회사를 보유."
2026-06-16,지주사,두산밥캣,"69,100",+1.17%,324341,22442,"두산밥캣
												두산그룹 계열의 북미, 유럽, 아프리카, 아시아, 라틴아메리카 지역 내 종속회사를 두고 있는 외국기업지배지주회사로서, 타회사의 주식취득을 통하여 그 회사의 실질적인 지배권을 취득하는 것을 목적으로 하는 회사. 연결기준으로 'Construction Equipment' 및 '유압기기'의 생산 및 판매 사업을 영위하고 있으며 북미, 유럽, 중동, 아프리카, 아시아, 라틴아메리카, 오세아니아 등에 광범위한 글로벌 네트워크를 보유중."
2026-06-16,지주사,신송홀딩스,"5,320",+1.14%,18055,95,"신송홀딩스
												간장, 된장 등을 만드는 신송그룹의 지주회사. 소맥전분업체인 신송산업과 장류(간장, 고추장, 된장) 생산업체인 신송식품 100% 자회사로 보유."
2026-06-16,지주사,SJM홀딩스,"3,640",+1.11%,5430,19,"SJM홀딩스
												상장업체 SJM 등을 주요 자회사로 보유한 지주회사."
2026-06-16,지주사,디와이,"4,155",+1.09%,94238,391,"디와이
												디와이 그룹의 지주회사. 주요 자회사로 디와이파워(유압실린더 등 유공압기기 및 유공압기계 제조 및 판매업), 디와이이노베이트(콘크리트 펌프카, 자동세차기, 카고크레인, 골프카 등 일반기계, 건설기계, 특장차 제조 및 판매업) 및 디와이오토(자동차용 전장품 등 자동차 부품 제조 및 판매업) 등을 보유."
2026-06-16,지주사,테라뷰,"3,265",+1.08%,245282,810,"테라뷰
												영국 소재 테라뷰 유한회사(TeraView Ltd)를 100% 소유하고 있는 영국 소재 지주사. 주요 자회사이자 실질적인 영업을 영위하는 TeraView Ltd는 테라헤르츠(THz) 주파수를 활용한 비파괴 검사·계측 기술을 기반으로, 반도체 패키징, 자동차 도장 및 고부가가치 코팅, 리튬 이온 배터리 분야에 특화된 솔루션을 제공."
2026-06-16,지주사,LS,"424,000",+1.07%,170519,72770,"LS
												LS그룹의 지주회사. LS전선, 엘에스일렉트릭, LS엠트론 등의 자회사를 보유."
2026-06-16,지주사,신한지주,"106,700",+1.04%,1232925,133211,"신한지주
												신한금융그룹의 금융지주회사. 자회사들이 영위하는 사업으로 은행업(신한은행, 제주은행), 신용카드업(신한카드), 증권업(신한투자증권), 생명보험업(신한라이프생명보험), 자산운용업(신한자산운용), 여신전문업(신한캐피탈), 저축은행업(신한저축은행) 등."
2026-06-16,지주사,아세아,"202,000",+1.00%,5138,1042,"아세아
												아세아그룹의 지주회사. 13년11월 지주사인 아세아와 사업회사인 아세아시멘트로 분할, 재상장됨. 회사본부 및 경영컨설팅 서비스업 등을 영위하고 있으며, 주요 종속회사로 아세아시멘트, 한라시멘트, 아세아제지 등 보유."
2026-06-16,지주사,종근당홀딩스,"41,600",+0.97%,5198,214,"종근당홀딩스
												지주사 전환을 위해 종근당의 투자사업부문이 인적분할되어 2013년 12월 변경상장됨. 주요 자회사는 종근당, 종근당바이오, 경보제약, 종근당건강 등임."
2026-06-16,지주사,매일홀딩스,"10,940",+0.83%,2970,32,"매일홀딩스
												구 매일유업이 유가공 사업부문을 인적분할함에 따라 변경상장된 업체. 투자사업부문 및 자회사 지분관리를 주요 사업으로 영위. 매일유업을 종속회사로 보유."
2026-06-16,지주사,경동인베스트,"50,400",+0.80%,4768,240,"경동인베스트
												기존 경동가스에서 도시가스사업, 에너지사업부문이 분할됨에 따라 투자사업부문만을 영위하는 업체. 경동그룹의 지주회사로 인적분할신설회사 경동도시가스를 비롯해 경동(광업/자원개발/E&C 사업), 경동건설(건설 사업) 등을 계열사로 보유."
2026-06-16,지주사,성창기업지주,"5,190",+0.78%,6376,32,"성창기업지주
												성창기업(합판 제조 및 판매 사업)과 성창보드(파티클보드(PB) 사업), 지씨테크(폐목재 가공처리 사업), 지씨글로벌(목재류 상품판매와 유통 및 수출입), 성창디벨로퍼스(부동산 개발 전문회사)를 자회사로 보유하고 있는 지주회사."
2026-06-16,지주사,엠에스오토텍,"1,926",+0.78%,162715,311,"엠에스오토텍
												엠에스오토텍그룹의 지주회사. 명신산업, 엠에스오토시스, 명신, 심원테크 등을 자회사로 보유."
2026-06-16,지주사,우리산업홀딩스,"2,935",+0.69%,28401,83,"우리산업홀딩스
												지주회사 체제 전환을 위해 기존 舊우리산업에서 2015년4월 분할되어 지주사업부문을 담당. 투자, 브랜드수수료, 경영자문수수료, 임대수익 등 지주회사 사업을 영위. 분할된 우리산업이 주력 자회사."
2026-06-16,지주사,NICE,"12,170",+0.66%,72217,879,"NICE
												NICE 그룹의 지주회사로 나이스정보통신, NICE인프라, NICE평가정보, 아이티엠반도체 등의 코스닥 상장업체들을 주요종속회사로 보유."
2026-06-16,지주사,비츠로테크,"11,630",+0.61%,240347,2800,"비츠로테크
												비츠로그룹의 지주회사. 비츠로셀, 비츠로일렉트릭, 비츠로넥스텍 등을 자회사로 보유."
2026-06-16,지주사,LX홀딩스,"8,220",+0.61%,83214,685,"LX홀딩스
												기존 LG의 인적분할 신설 법인으로 지주사업을 영위. LX인터내셔널, LX하우시스, LX MMA, LX세미콘 등을 자회사로 보유."
2026-06-16,지주사,샘표,"43,100",+0.58%,1692,72,"샘표
												기존 샘표식품이 식품사업을 분할함에 따라 투자사업만을 영위하는 지주회사. 16년8월 샘표로 상호변경한 뒤 변경상장됨."
2026-06-16,지주사,한세예스24홀딩스,"4,530",+0.55%,26582,119,"한세예스24홀딩스
												상장사인 예스24(온라인서점 사업), 한세실업(의류수출기업), 한세엠케이와 비상장사인 동아출판 등을 자회사로 보유한 지주회사. 주 수익원은 자회사 지분에 대한 배당 수익, 브랜드수수료 및 경영 자문 수수료 수익 및 사업 수익으로 구성."
2026-06-16,지주사,일진홀딩스,"7,440",+0.54%,278498,2085,"일진홀딩스
												일진전기(전력선/전기기기 및 부품 제조), 일진다이아몬드(공업용 합성다이아몬드 제조), 일진하이솔루스(CNG, 수소차량용연료탱크), 일진디앤코(부동산 임대), 알피니언메디칼시스템(초음파 진단기 제조) 등을 종속회사로 보유한 일진그룹의 순수지주회사."
2026-06-16,지주사,유수홀딩스,"5,810",+0.52%,43967,255,"유수홀딩스
												법상의 지주회사에서는 제외되나 자회사의 주식을 확보, 유지, 관리하는 등 지주회사로서의 실질적인 지위와 역할에는 변함이 없으며, 연결대상 종속회사로는 싸이버로지텍(소프트웨어 개발 및 판매), 유수로지스틱스(화물운송 중개, 대리 및 관련서비스업) 등이 있음. 영업수익은 임대사업수익, 배당수익 등으로 구성."
2026-06-16,지주사,진양홀딩스,"3,015",+0.50%,82606,247,"진양홀딩스
												진양산업, 진양화학, 진양폴리우레탄 등의 상장사와 진양물산, 진양AMC 등의 비상장사를 자회사로 두고 있는 지주회사. KPX홀딩스 그룹의 중간 지주회사 역할을 하고 있음."
2026-06-16,지주사,대웅,"18,560",+0.49%,48150,889,"대웅
												대웅그룹의 지주회사. 주 수익은 자회사에 대한 용역 수익, 임대료수익, 수수료 수익 등으로 구성. 대웅제약, 대웅바이오, 대웅개발, 한올바이오파마, 대웅테라퓨틱스 등을 주요 종속회사로 보유."
2026-06-16,지주사,콜마홀딩스,"8,360",+0.48%,24679,205,"콜마홀딩스
												부동산임대사업과 자회사를 관리하는 지주사업을 영위하는 업체. 한국콜마, 콜마비앤에이치 등의 자회사를 보유."
2026-06-16,지주사,삼성에피스홀딩스,"453,500",+0.44%,29674,13343,"삼성에피스홀딩스
												삼성바이오로직스가 삼성바이오에피스 주식회사를 포함한 자회사 등의 관리 및 신규투자 등을 목적으로 하는 사업을 인적분할함에 따라 재상장된 업체. 삼성바이오에피스, 에피스넥스랩를 자회사로 보유하고 있는 바이오 투자지주회사."
