date,theme,chg,chg_3d,value_mil,value_eok,count
2026-06-23,코로나19(진단키트),-5.23%,-2.85%,44212,442.1,40
2026-06-23,페인트,-5.26%,-2.27%,23099,231.0,8
2026-06-23,마리화나(대마),-5.27%,-2.48%,14557,145.6,10
2026-06-23,두나무(Dunamu),-5.27%,-3.03%,135266,1352.7,11
2026-06-23,의료기기,-5.28%,-2.83%,13764096,137641.0,91
2026-06-23,코리아 밸류업 지수(Korea Value-up Index),-5.28%,-2.09%,41390814,413908.1,99
2026-06-23,보안주(물리),-5.29%,-2.69%,49077,490.8,19
2026-06-23,원격진료/비대면진료(U-Healthcare),-5.30%,-3.02%,50839,508.4,21
2026-06-23,쿠팡(coupang),-5.33%,-3.61%,24895,248.9,21
2026-06-23,폐기물처리,-5.35%,-2.39%,3312,33.1,5
2026-06-23,모바일솔루션(스마트폰),-5.36%,-3.09%,20104,201.0,23
2026-06-23,비철금속,-5.38%,-2.54%,78792,787.9,25
2026-06-23,창투사,-5.40%,-3.03%,70526,705.3,20
2026-06-23,모바일게임(스마트폰),-5.40%,-2.45%,484961,4849.6,36
2026-06-23,유심(USIM),-5.44%,-1.82%,1522,15.2,5
2026-06-23,코로나19(음압병실/음압구급차),-5.48%,-3.54%,15296,153.0,7
2026-06-23,황사/미세먼지,-5.49%,-1.86%,59017,590.2,25
2026-06-23,낙태/피임,-5.49%,-1.06%,59389,593.9,4
2026-06-23,리모델링/인테리어,-5.50%,-2.93%,33448,334.5,24
2026-06-23,전자결제(전자화폐),-5.52%,-2.75%,40538,405.4,13
2026-06-23,건설기계,-5.52%,-3.26%,86721,867.2,16
2026-06-23,자전거,-5.54%,-1.56%,1640,16.4,3
2026-06-23,게임,-5.57%,-2.44%,483036,4830.4,30
2026-06-23,증권,-5.58%,-2.59%,426322,4263.2,21
2026-06-23,양자암호/양자컴퓨팅,-5.64%,-2.70%,454078,4540.8,26
2026-06-23,철도,-5.66%,-3.18%,537453,5374.5,40
2026-06-23,리튬,-5.67%,-3.01%,752214,7522.1,22
2026-06-23,피팅(관이음쇠)/밸브,-5.69%,-3.98%,21508,215.1,9
2026-06-23,니켈,-5.71%,-1.73%,533027,5330.3,14
2026-06-23,자동차부품,-5.72%,-2.93%,1245148,12451.5,147
2026-06-23,마켓컬리(kurly),-5.72%,-2.90%,101789,1017.9,10
2026-06-23,탈모 치료,-5.75%,-1.66%,419655,4196.6,27
2026-06-23,LED,-5.81%,-2.29%,13961644,139616.4,38
2026-06-23,NI(네트워크통합),-5.81%,-2.10%,4157,41.6,7
2026-06-23,줄기세포,-5.86%,-3.39%,40223,402.2,18
2026-06-23,음원/음반,-5.86%,-2.97%,150257,1502.6,15
2026-06-23,딥페이크(deepfake),-5.87%,-3.48%,26835,268.4,14
2026-06-23,종합상사,-5.88%,-3.02%,589147,5891.5,8
2026-06-23,블록체인,-5.88%,-2.57%,1351062,13510.6,23
2026-06-23,LNG(액화천연가스),-5.89%,-3.04%,1426210,14262.1,26
2026-06-23,전력설비,-5.90%,-3.10%,2209345,22093.5,34
2026-06-23,조림사업,-5.92%,-2.04%,579151,5791.5,11
2026-06-23,건설 중소형,-5.94%,-1.94%,27323,273.2,26
2026-06-23,조선,-5.95%,-2.68%,687993,6879.9,7
2026-06-23,AI 챗봇(챗GPT 등),-5.96%,-3.07%,716600,7166.0,31
2026-06-23,화폐/금융자동화기기(디지털화폐 등),-5.97%,-2.50%,56374,563.7,10
2026-06-23,SI(시스템통합),-5.98%,-2.55%,1044789,10447.9,30
2026-06-23,영화,-5.99%,-3.44%,27609,276.1,11
2026-06-23,핀테크(FinTech),-6.00%,-2.76%,1083120,10831.2,33
2026-06-23,캐릭터상품,-6.04%,-3.06%,5515,55.1,9
2026-06-23,바이오인식(생체인식),-6.05%,-2.55%,73579,735.8,19
2026-06-23,마이데이터,-6.05%,-2.93%,359141,3591.4,11
2026-06-23,테마파크,-6.07%,-2.14%,117173,1171.7,6
2026-06-23,석유화학,-6.10%,-2.75%,357187,3571.9,18
2026-06-23,STO(토큰증권 발행),-6.11%,-2.85%,700692,7006.9,25
2026-06-23,NFT(대체불가토큰),-6.15%,-2.41%,13784681,137846.8,20
2026-06-23,스마트홈(홈네트워크),-6.18%,-1.57%,13935162,139351.6,23
2026-06-23,GTX(수도권 광역급행철도),-6.27%,-2.96%,501622,5016.2,24
2026-06-23,의료AI,-6.28%,-4.35%,71810,718.1,30
2026-06-23,풍력에너지,-6.37%,-3.71%,1460768,14607.7,36
2026-06-23,2026 상반기 신규상장,-6.37%,-3.91%,95827,958.3,28
2026-06-23,전자파,-6.39%,-1.62%,374572,3745.7,12
2026-06-23,냉각시스템(액침냉각 등),-6.40%,-2.40%,1339286,13392.9,13
2026-06-23,야놀자(Yanolja),-6.41%,-2.72%,54726,547.3,5
2026-06-23,토스(toss),-6.45%,-2.49%,101507,1015.1,6
2026-06-23,귀금속(금/은),-6.45%,-3.41%,49271,492.7,4
2026-06-23,음성인식,-6.55%,-3.05%,772744,7727.4,11
2026-06-23,퓨리오사AI,-6.58%,-2.43%,26983,269.8,11
2026-06-23,전기차(충전소/충전기),-6.61%,-3.32%,1874871,18748.7,25
2026-06-23,스마트카(SMART CAR),-6.63%,-2.90%,1101344,11013.4,13
2026-06-23,모듈러주택,-6.63%,-2.63%,697750,6977.5,10
2026-06-23,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),-6.65%,-2.76%,232618,2326.2,17
2026-06-23,수소에너지(수소차/연료전지 등),-6.65%,-2.37%,2828334,28283.3,72
2026-06-23,콜드체인(저온 유통),-6.75%,-1.93%,25721,257.2,12
2026-06-23,생명보험,-6.77%,-2.78%,399763,3997.6,5
2026-06-23,메타버스(Metaverse),-6.78%,-3.25%,2038734,20387.3,48
2026-06-23,원자력발전,-6.81%,-3.31%,1908528,19085.3,50
2026-06-23,탄소나노튜브(CNT),-6.82%,-4.17%,110095,1101.0,5
2026-06-23,해저터널(지하화/지하도로 등),-6.92%,-3.52%,100511,1005.1,9
2026-06-23,영상콘텐츠,-6.98%,-3.30%,28796,288.0,34
2026-06-23,카메라모듈/부품,-6.99%,-3.84%,3067773,30677.7,27
2026-06-23,조선기자재,-6.99%,-3.58%,209335,2093.3,36
2026-06-23,공기청정기,-7.00%,-1.83%,13887618,138876.2,12
2026-06-23,제습기,-7.00%,-1.98%,13790165,137901.6,8
2026-06-23,드론(Drone),-7.02%,-2.33%,627460,6274.6,29
2026-06-23,항공기부품,-7.02%,-3.86%,953300,9533.0,15
2026-06-23,전기차 화재 방지(배터리 열폭주 등),-7.09%,-2.88%,44986,449.9,28
2026-06-23,웹툰,-7.10%,-4.02%,428265,4282.6,15
2026-06-23,지역화폐,-7.11%,-3.44%,6519,65.2,5
2026-06-23,스마트폰,-7.16%,-2.24%,14741023,147410.2,62
2026-06-23,스테이블코인,-7.24%,-3.50%,557471,5574.7,25
2026-06-23,전기차,-7.30%,-2.76%,3880634,38806.3,98
2026-06-23,LED장비,-7.33%,-0.02%,564283,5642.8,11
2026-06-23,전후 재건(우크라/중동 전쟁 등),-7.33%,-3.44%,1133119,11331.2,40
2026-06-23,자율주행차,-7.35%,-2.89%,40090037,400900.4,59
2026-06-23,갤럭시 부품주,-7.39%,-2.49%,16094526,160945.3,39
2026-06-23,스마트팩토리(스마트공장),-7.43%,-3.11%,1402222,14022.2,39
2026-06-23,OLED(유기 발광 다이오드),-7.44%,-1.56%,15107281,151072.8,79
2026-06-23,폐배터리,-7.45%,-2.99%,1550793,15507.9,20
2026-06-23,초전도체,-7.46%,-2.57%,426839,4268.4,15
2026-06-23,5G(5세대 이동통신),-7.54%,-2.64%,14655769,146557.7,54
2026-06-23,日 수출 규제(국산화 등),-7.62%,-1.53%,280936,2809.4,19
2026-06-23,2차전지(전고체),-7.64%,-2.49%,3208392,32083.9,30
2026-06-23,우주태양광(페로브스카이트 등),-7.64%,-2.75%,201795,2018.0,10
2026-06-23,전력반도체,-7.66%,-1.62%,34625077,346250.8,19
2026-06-23,리비안(RIVIAN),-7.67%,-3.14%,481908,4819.1,21
2026-06-23,방위산업/전쟁 및 테러,-7.68%,-3.55%,1540756,15407.6,67
2026-06-23,2차전지(소재/부품),-7.68%,-3.05%,1025155,10251.5,75
2026-06-23,아이폰,-7.69%,-1.99%,38002376,380023.8,20
2026-06-23,태양광에너지,-7.84%,-2.65%,1922058,19220.6,44
2026-06-23,희귀금속(희토류 등),-7.84%,-2.12%,251714,2517.1,17
2026-06-23,인터넷 대표주,-7.86%,-3.11%,418429,4184.3,2
2026-06-23,스마트그리드(지능형전력망),-7.87%,-1.86%,576502,5765.0,20
2026-06-23,2차전지(장비),-7.88%,-2.49%,401057,4010.6,47
2026-06-23,2차전지,-7.91%,-2.88%,2083064,20830.6,144
2026-06-23,고체산화물 연료전지(SOFC),-7.91%,-3.49%,221904,2219.0,13
2026-06-23,가상현실(VR),-7.92%,-2.93%,13796310,137963.1,27
2026-06-23,지능형로봇/인공지능(AI),-7.94%,-3.31%,1001139,10011.4,66
2026-06-23,반도체 재료/부품,-7.95%,-1.34%,1066017,10660.2,69
2026-06-23,3D 프린터,-8.03%,-3.78%,74016,740.2,11
2026-06-23,2차전지(생산),-8.20%,-2.05%,588553,5885.5,3
2026-06-23,원자력발전소 해체,-8.22%,-3.52%,654560,6545.6,15
2026-06-23,통신장비,-8.24%,-2.72%,339462,3394.6,46
2026-06-23,2차전지(LFP/리튬인산철),-8.29%,-3.59%,303082,3030.8,12
2026-06-23,전력저장장치(ESS),-8.32%,-2.75%,2345437,23454.4,41
2026-06-23,그래핀,-8.43%,-1.75%,18223,182.2,13
2026-06-23,핵융합에너지,-8.49%,-2.30%,540339,5403.4,8
2026-06-23,증강현실(AR),-8.55%,-3.10%,47311,473.1,21
2026-06-23,CXL(컴퓨트익스프레스링크),-8.70%,-1.86%,34729238,347292.4,13
2026-06-23,플렉서블 디스플레이,-8.72%,-3.34%,13883188,138831.9,25
2026-06-23,우주항공산업(누리호/인공위성 등),-8.75%,-4.24%,1018129,10181.3,37
2026-06-23,PCB(FPCB 등),-8.77%,-2.64%,3045640,30456.4,31
2026-06-23,마이크로 LED,-8.79%,-2.89%,13782174,137821.7,11
2026-06-23,로봇(산업용/협동로봇 등),-8.96%,-3.70%,970431,9704.3,70
2026-06-23,폴더블폰,-8.97%,-3.63%,16186266,161862.7,24
2026-06-23,무선충전기술,-9.07%,-1.77%,14421068,144210.7,12
2026-06-23,2차전지(나트륨이온),-9.27%,-3.05%,764236,7642.4,9
2026-06-23,피지컬 AI/휴머노이드 로봇,-9.31%,-3.73%,16227421,162274.2,42
2026-06-23,소캠(SOCAMM),-9.35%,-1.52%,34779263,347792.6,11
2026-06-23,유리 기판,-9.58%,-1.40%,2731191,27311.9,20
2026-06-23,자동차 대표주,-9.63%,-4.15%,1673825,16738.2,7
2026-06-23,반도체 장비,-9.74%,-1.59%,2554337,25543.4,95
2026-06-23,스페이스X(SpaceX),-9.75%,-4.65%,870800,8708.0,14
2026-06-23,광통신(광케이블/광섬유 등),-9.89%,-3.93%,390037,3900.4,14
2026-06-23,시스템반도체,-10.14%,-1.88%,35865865,358658.7,57
2026-06-23,IT 대표주,-10.32%,-0.27%,35346170,353461.7,6
2026-06-23,HBM(고대역폭메모리),-10.33%,-1.66%,35342441,353424.4,33
2026-06-23,반도체 기판(FC-BGA/PCB/MLB 등),-10.45%,-1.11%,3565103,35651.0,14
2026-06-23,건설 대표주,-10.67%,-2.23%,874707,8747.1,6
2026-06-23,온디바이스 AI,-11.13%,-1.43%,38060361,380603.6,24
2026-06-23,뉴로모픽 반도체,-11.47%,-2.96%,13369033,133690.3,7
2026-06-23,MLCC(적층세라믹콘덴서),-12.25%,+3.67%,3031542,30315.4,11
2026-06-23,반도체 대표주(생산),-12.65%,+3.02%,34535548,345355.5,3
