date,theme,chg,chg_3d,value_mil,value_eok,count
2026-06-16,건설 대표주,+7.06%,+4.11%,2171517,21715.2,6
2026-06-16,풍력에너지,+6.30%,+2.58%,3076253,30762.5,36
2026-06-16,생명보험,+4.72%,+4.17%,376196,3762.0,5
2026-06-16,항공기부품,+4.41%,+2.40%,2011967,20119.7,15
2026-06-16,강관업체(Steel pipe),+4.13%,+1.47%,158884,1588.8,11
2026-06-16,백화점,+3.92%,+0.57%,183978,1839.8,6
2026-06-16,건설 중소형,+3.56%,+2.43%,65542,655.4,26
2026-06-16,면세점,+3.35%,+1.39%,157667,1576.7,8
2026-06-16,전후 재건(우크라/중동 전쟁 등),+3.18%,+2.69%,2907902,29079.0,40
2026-06-16,방위산업/전쟁 및 테러,+3.07%,+1.86%,3670321,36703.2,67
2026-06-16,GTX(수도권 광역급행철도),+3.04%,+2.79%,2187762,21877.6,24
2026-06-16,남-북-러 가스관사업,+2.92%,+1.53%,156606,1566.1,13
2026-06-16,시멘트/레미콘,+2.70%,+3.08%,33720,337.2,15
2026-06-16,리비안(RIVIAN),+2.65%,+3.11%,682939,6829.4,21
2026-06-16,공작기계,+2.51%,+1.94%,27884,278.8,14
2026-06-16,UAM(도심항공모빌리티),+2.50%,+1.90%,3420200,34202.0,25
2026-06-16,우주항공산업(누리호/인공위성 등),+2.46%,+1.37%,2590298,25903.0,37
2026-06-16,홈쇼핑,+2.42%,+1.06%,65336,653.4,5
2026-06-16,고체산화물 연료전지(SOFC),+2.40%,+2.69%,1401008,14010.1,13
2026-06-16,조림사업,+2.29%,+1.76%,121455,1214.5,11
2026-06-16,니켈,+2.25%,+2.46%,553226,5532.3,14
2026-06-16,조선기자재,+2.21%,+2.73%,347590,3475.9,36
2026-06-16,수자원(양적/질적 개선),+2.19%,+2.64%,2353168,23531.7,27
2026-06-16,원자력발전,+2.13%,+3.21%,3354899,33549.0,50
2026-06-16,자전거,+2.08%,+1.62%,14404,144.0,3
2026-06-16,종합상사,+2.02%,+2.59%,502848,5028.5,8
2026-06-16,화폐/금융자동화기기(디지털화폐 등),+1.97%,+1.94%,41743,417.4,10
2026-06-16,LNG(액화천연가스),+1.95%,+2.86%,1242235,12422.4,26
2026-06-16,우주태양광(페로브스카이트 등),+1.87%,+2.88%,435080,4350.8,10
2026-06-16,소매유통,+1.84%,+0.97%,322052,3220.5,20
2026-06-16,손해보험,+1.78%,+1.90%,173433,1734.3,8
2026-06-16,증권,+1.77%,+2.24%,588532,5885.3,21
2026-06-16,제대혈,+1.70%,+2.77%,10671,106.7,5
2026-06-16,건설기계,+1.70%,+2.48%,115511,1155.1,16
2026-06-16,정유,+1.65%,+1.70%,88395,884.0,3
2026-06-16,서울고속버스터미널 재개발 수혜,+1.65%,+0.97%,94365,943.6,5
2026-06-16,주유소,+1.59%,+0.99%,144327,1443.3,15
2026-06-16,태양광에너지,+1.56%,+2.91%,3256741,32567.4,44
2026-06-16,"스포츠행사 수혜(올림픽, 월드컵 등)",+1.48%,+1.83%,17217,172.2,9
2026-06-16,마이크로 LED,+1.40%,+1.39%,6210724,62107.2,11
2026-06-16,셰일가스(Shale Gas),+1.39%,+2.79%,638905,6389.1,11
2026-06-16,드론(Drone),+1.38%,+1.24%,2019597,20196.0,29
2026-06-16,은행,+1.33%,+2.15%,993851,9938.5,11
2026-06-16,전선,+1.31%,+1.75%,415109,4151.1,8
2026-06-16,오가노이드,+1.31%,+1.16%,58183,581.8,8
2026-06-16,반도체 대표주(생산),+1.30%,+3.14%,13701096,137011.0,3
2026-06-16,자동차 대표주,+1.30%,+5.13%,1857536,18575.4,7
2026-06-16,캐릭터상품,+1.28%,+1.27%,6089,60.9,9
2026-06-16,호텔/리조트,+1.27%,+0.88%,226689,2266.9,14
2026-06-16,핵융합에너지,+1.24%,+3.71%,482242,4822.4,8
2026-06-16,철도,+1.24%,+2.24%,555401,5554.0,40
2026-06-16,해저터널(지하화/지하도로 등),+1.23%,+2.47%,102100,1021.0,9
2026-06-16,아스콘(아스팔트 콘크리트),+1.20%,+1.57%,8740,87.4,9
2026-06-16,면역항암제,+1.19%,+1.03%,310380,3103.8,36
2026-06-16,스마트그리드(지능형전력망),+1.18%,+2.68%,452630,4526.3,20
2026-06-16,윤활유,+1.18%,+0.72%,97098,971.0,7
2026-06-16,육계,+1.16%,+2.61%,12529,125.3,9
2026-06-16,LPG(액화석유가스),+1.16%,+0.86%,99752,997.5,9
2026-06-16,태풍 및 장마,+1.13%,+2.24%,8428,84.3,10
2026-06-16,희귀금속(희토류 등),+1.13%,+2.92%,215947,2159.5,17
2026-06-16,MLCC(적층세라믹콘덴서),+1.13%,+3.78%,2439184,24391.8,11
2026-06-16,엔젤산업,+1.12%,+0.97%,26089,260.9,26
2026-06-16,철강 중소형,+1.11%,+1.53%,166972,1669.7,36
2026-06-16,의료AI,+1.08%,+1.28%,101356,1013.6,30
2026-06-16,전력저장장치(ESS),+1.04%,+2.96%,3248083,32480.8,41
2026-06-16,2025 하반기 신규상장,+1.04%,+0.93%,225362,2253.6,66
2026-06-16,자동차부품,+0.99%,+1.78%,1843159,18431.6,147
2026-06-16,야놀자(Yanolja),+0.99%,+0.95%,87716,877.2,5
2026-06-16,DMZ 평화공원,+0.96%,+1.35%,121516,1215.2,18
2026-06-16,요소수,+0.92%,+2.10%,5922,59.2,5
2026-06-16,콩/대두,+0.91%,+0.83%,757,7.6,5
2026-06-16,종합 물류,+0.90%,+1.88%,64467,644.7,16
2026-06-16,해운,+0.88%,+2.49%,103749,1037.5,6
2026-06-16,원격진료/비대면진료(U-Healthcare),+0.85%,+2.32%,75779,757.8,21
2026-06-16,페인트,+0.84%,+2.24%,18777,187.8,8
2026-06-16,카카오뱅크(kakao BANK),+0.84%,+1.53%,438606,4386.1,11
2026-06-16,치아 치료(임플란트 등),+0.83%,+1.05%,20680,206.8,14
2026-06-16,페라이트,+0.82%,+2.66%,66144,661.4,14
2026-06-16,구제역/광우병 수혜,+0.81%,+1.31%,15323,153.2,20
