date,theme,chg,chg_3d,value_mil,value_eok,count
2026-06-07,MLCC(적층세라믹콘덴서),+2.54%,-4.70%,3266557,32665.6,11
2026-06-07,은행,+2.39%,+1.05%,1202311,12023.1,11
2026-06-07,카지노,+1.65%,-0.19%,53687,536.9,6
2026-06-07,시멘트/레미콘,+1.31%,-1.58%,39809,398.1,15
2026-06-07,영화,+0.88%,-2.20%,53703,537.0,12
2026-06-07,사료,+0.63%,-1.28%,11077,110.8,18
2026-06-07,토스(toss),+0.42%,-0.97%,151898,1519.0,6
2026-06-07,면세점,+0.34%,+1.65%,194835,1948.3,8
2026-06-07,리츠(REITs),+0.28%,-1.62%,11227,112.3,22
2026-06-07,카카오뱅크(kakao BANK),+0.20%,-0.86%,720343,7203.4,11
2026-06-07,백화점,+0.12%,+3.09%,211678,2116.8,6
2026-06-07,DMZ 평화공원,+0.08%,-1.87%,28835,288.4,18
2026-06-07,해운,-0.01%,-1.85%,52429,524.3,6
2026-06-07,여행,-0.04%,-1.83%,12063,120.6,9
2026-06-07,기업인수목적회사(SPAC),-0.05%,-0.05%,775251,7752.5,74
2026-06-07,아스콘(아스팔트 콘크리트),-0.20%,-2.45%,6545,65.5,9
2026-06-07,육계,-0.22%,-1.85%,5264,52.6,9
2026-06-07,교육/온라인 교육,-0.23%,-1.35%,10331,103.3,27
2026-06-07,건강기능식품,-0.24%,-1.90%,99038,990.4,44
2026-06-07,日제품 불매운동(수혜),-0.27%,-2.12%,15852,158.5,20
2026-06-07,구제역/광우병 수혜,-0.35%,-0.94%,10094,100.9,20
2026-06-07,자전거,-0.38%,-1.78%,1270,12.7,3
2026-06-07,제지,-0.39%,-1.86%,4424,44.2,14
2026-06-07,"주류업(주정, 에탄올 등)",-0.39%,-0.56%,7781,77.8,13
2026-06-07,증권,-0.39%,+0.16%,702274,7022.7,21
2026-06-07,도시가스,-0.39%,-0.64%,10321,103.2,9
2026-06-07,"스포츠행사 수혜(올림픽, 월드컵 등)",-0.41%,-0.99%,8848,88.5,9
2026-06-07,미디어(방송/신문),-0.49%,-0.64%,6249,62.5,12
2026-06-07,골판지 제조,-0.55%,-1.46%,5435,54.4,10
2026-06-07,아프리카 돼지열병(ASF),-0.60%,-1.54%,13641,136.4,31
2026-06-07,음식료업종,-0.66%,-1.27%,215002,2150.0,66
2026-06-07,낙태/피임,-0.68%,-2.26%,2181,21.8,4
2026-06-07,STO(토큰증권 발행),-0.69%,-0.69%,1356360,13563.6,25
2026-06-07,제약업체,-0.71%,-1.48%,621900,6219.0,86
2026-06-07,테마파크,-0.71%,-0.93%,70132,701.3,6
2026-06-07,호텔/리조트,-0.71%,+0.24%,260933,2609.3,14
2026-06-07,윤활유,-0.71%,+0.25%,91933,919.3,7
2026-06-07,3D 프린터,-0.75%,+0.05%,674537,6745.4,11
2026-06-07,겨울,-0.78%,-0.78%,342421,3424.2,22
2026-06-07,리모델링/인테리어,-0.79%,-1.78%,27803,278.0,24
2026-06-07,비만치료제,-0.79%,-1.60%,740476,7404.8,36
2026-06-07,그래핀,-0.88%,-1.63%,43957,439.6,13
2026-06-07,게임,-0.93%,-0.41%,945798,9458.0,30
2026-06-07,남북경협,-0.97%,-1.80%,210222,2102.2,29
2026-06-07,영상콘텐츠,-1.01%,-1.24%,79391,793.9,35
2026-06-07,종합 물류,-1.01%,-1.50%,64644,646.4,16
2026-06-07,비료,-1.02%,-1.13%,9348,93.5,10
2026-06-07,모바일게임(스마트폰),-1.02%,-0.64%,950023,9500.2,36
2026-06-07,코로나19(진단키트),-1.02%,-1.81%,47242,472.4,40
2026-06-07,인터넷은행,-1.04%,-1.11%,890835,8908.4,31
2026-06-07,드론(Drone),-1.04%,-2.65%,509487,5094.9,29
2026-06-07,여름,-1.06%,-1.23%,111830,1118.3,28
2026-06-07,수산,-1.06%,-0.65%,4110,41.1,10
2026-06-07,출산장려정책,-1.10%,-0.96%,24005,240.1,23
2026-06-07,손해보험,-1.10%,+0.91%,289572,2895.7,8
2026-06-07,키오스크(KIOSK),-1.11%,-2.00%,4386,43.9,10
2026-06-07,엔젤산업,-1.12%,-0.84%,24729,247.3,26
2026-06-07,주유소,-1.12%,-0.97%,137414,1374.1,15
2026-06-07,환율하락 수혜,-1.14%,-1.20%,426645,4266.4,23
2026-06-07,광고,-1.17%,-1.17%,21276,212.8,25
2026-06-07,콩/대두,-1.17%,-1.39%,1681,16.8,5
2026-06-07,일자리(취업),-1.19%,-1.72%,9035,90.3,9
2026-06-07,의료기기,-1.23%,-1.43%,11018528,110185.3,91
2026-06-07,패션/의류,-1.27%,-1.15%,548373,5483.7,58
2026-06-07,홈쇼핑,-1.29%,-0.16%,55991,559.9,5
2026-06-07,"백신/진단시약/방역(신종플루, AI 등)",-1.30%,-1.52%,383116,3831.2,43
2026-06-07,화장품,-1.33%,-1.25%,469089,4690.9,92
2026-06-07,가상화폐(비트코인 등),-1.37%,-2.01%,119089,1190.9,25
2026-06-07,소매유통,-1.41%,+0.50%,270950,2709.5,20
2026-06-07,의료AI,-1.42%,-2.35%,74832,748.3,30
2026-06-07,자동차부품,-1.46%,-1.78%,1997111,19971.1,147
2026-06-07,태풍 및 장마,-1.47%,-1.89%,8427,84.3,10
2026-06-07,치매,-1.47%,-1.96%,276062,2760.6,50
2026-06-07,농업,-1.48%,-1.89%,17388,173.9,23
2026-06-07,엔터테인먼트,-1.54%,-1.82%,141796,1418.0,31
2026-06-07,밸류업(25년 기업가치 제고계획 발표),-1.54%,+0.12%,3967442,39674.4,85
2026-06-07,2025 하반기 신규상장,-1.61%,-1.46%,217137,2171.4,66
2026-06-07,모바일콘텐츠(스마트폰/태블릿PC),-1.64%,-1.07%,1966157,19661.6,32
